route_class,passenger_load,service_profile,shortage_score,trolley_availability,catering_complexity,turnaround_pressure,item_criticality,inventory_category,latent_required_units,latent_available_units,shortage_gap,risk_level,affected_service_area,action_class
short_haul,110,business_priority,3.11,0.31,7.7,8.86,7.15,beverage,35.94,12.94,23.0,HIGH,beverage,replace_trolley_set
medium_haul,85,standard,6.71,0.47,7.01,8.28,7.05,mixed_service,38.94,12.46,26.48,HIGH,standard_service,replace_trolley_set
short_haul,154,standard,6.22,0.99,6.77,5.46,3.55,meal,40.6,48.17,0.0,LOW,meal,monitor_only
medium_haul,106,business_priority,5.15,0.82,9.35,4.75,8.29,duty_free,40.1,40.41,0.0,ELEVATED,duty_free,monitor_only
long_haul,210,business_priority,8.94,0.82,3.8,2.12,2.55,meal,55.55,41.75,13.8,ELEVATED,meal,monitor_only
long_haul,140,high_turnover,3.2,0.92,5.01,3.07,8.25,mixed_service,42.56,50.18,0.0,LOW,long_haul_service,monitor_only
long_haul,107,late_rotation,8.16,0.66,3.66,7.55,5.62,duty_free,41.12,25.53,15.59,HIGH,duty_free,replace_trolley_set
short_haul,144,standard,5.75,0.61,3.87,4.76,4.76,wheelchair_kit,26.04,33.8,0.0,LOW,wheelchair_kit,monitor_only
short_haul,147,business_priority,6.5,0.94,6.5,3.56,6.02,mixed_service,39.6,49.94,0.0,LOW,premium_cabin,monitor_only
medium_haul,94,standard,5.32,0.46,6.11,7.51,3.56,beverage,37.27,15.66,21.61,HIGH,beverage,replace_trolley_set
medium_haul,155,late_rotation,0.45,0.56,8.27,1.62,3.52,meal,43.44,27.11,16.32,LOW,meal,monitor_only
short_haul,165,business_priority,3.05,0.59,5.26,5.98,1.31,wheelchair_kit,26.93,29.31,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,125,business_priority,9.28,0.94,9.41,5.29,1.26,mixed_service,35.16,42.39,0.0,LOW,premium_cabin,monitor_only
short_haul,122,late_rotation,4.83,0.71,9.39,5.85,2.0,meal,39.54,28.76,10.78,ELEVATED,meal,top_up_before_arrival
short_haul,212,high_turnover,6.75,0.38,1.95,4.18,8.48,mixed_service,36.85,24.98,11.87,ELEVATED,standard_service,top_up_before_arrival
short_haul,160,business_priority,9.47,0.54,6.5,5.76,8.41,meal,45.61,23.43,22.18,HIGH,meal,replace_trolley_set
medium_haul,189,standard,3.49,0.83,3.81,4.99,3.35,wheelchair_kit,33.56,38.13,0.0,LOW,wheelchair_kit,monitor_only
long_haul,81,business_priority,6.15,0.71,9.41,8.11,9.4,duty_free,43.05,23.74,19.31,HIGH,duty_free,replace_trolley_set
long_haul,158,business_priority,1.85,0.94,2.68,2.66,5.82,duty_free,39.1,49.06,0.0,LOW,duty_free,monitor_only
long_haul,77,business_priority,8.74,0.36,6.45,8.47,1.7,wheelchair_kit,37.9,16.1,21.8,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,136,standard,0.92,0.72,5.04,4.39,7.29,meal,40.34,34.81,5.53,LOW,meal,monitor_only
medium_haul,83,business_priority,1.14,0.26,7.62,9.28,3.42,beverage,34.43,3.18,31.24,HIGH,beverage,replace_trolley_set
medium_haul,102,business_priority,9.67,0.3,2.24,1.51,5.23,beverage,37.21,25.79,11.42,ELEVATED,beverage,top_up_before_arrival
medium_haul,81,business_priority,4.29,0.95,8.1,8.42,4.98,beverage,33.78,45.76,0.0,ELEVATED,beverage,top_up_before_arrival
medium_haul,211,late_rotation,7.84,0.72,8.88,2.12,7.78,mixed_service,49.87,35.44,14.43,LOW,standard_service,monitor_only
long_haul,171,business_priority,4.07,0.36,6.19,8.31,5.95,meal,54.78,15.63,39.15,HIGH,meal,replace_trolley_set
short_haul,96,high_turnover,1.07,0.49,3.17,1.56,6.85,beverage,29.43,32.75,0.0,LOW,beverage,monitor_only
short_haul,210,standard,3.58,0.46,1.32,9.29,5.99,meal,38.77,10.38,28.38,HIGH,meal,replace_trolley_set
short_haul,105,high_turnover,0.67,0.28,7.83,3.52,7.01,wheelchair_kit,28.61,20.83,7.79,HIGH,wheelchair_kit,replace_trolley_set
short_haul,172,late_rotation,2.46,0.98,2.12,5.61,5.38,mixed_service,34.12,43.92,0.0,LOW,standard_service,monitor_only
medium_haul,185,business_priority,9.7,0.27,4.75,1.13,3.44,wheelchair_kit,38.29,24.04,14.25,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,153,late_rotation,7.6,0.86,4.74,7.07,4.59,meal,44.93,34.07,10.87,ELEVATED,meal,top_up_before_arrival
short_haul,158,high_turnover,8.54,0.82,1.86,5.72,2.58,wheelchair_kit,24.91,39.61,0.0,LOW,wheelchair_kit,monitor_only
short_haul,186,standard,8.49,0.81,7.52,6.66,1.07,beverage,38.83,37.06,1.77,ELEVATED,beverage,top_up_before_arrival
long_haul,157,standard,7.78,0.73,2.19,2.57,1.76,mixed_service,42.44,42.07,0.38,LOW,long_haul_service,monitor_only
long_haul,75,standard,3.26,0.53,1.41,6.37,6.09,duty_free,31.75,26.1,5.65,ELEVATED,duty_free,top_up_before_arrival
short_haul,197,high_turnover,5.07,0.27,1.87,4.79,8.54,beverage,37.23,14.83,22.4,HIGH,beverage,replace_trolley_set
short_haul,187,late_rotation,8.5,0.42,5.78,8.48,1.86,beverage,38.3,10.44,27.86,HIGH,beverage,replace_trolley_set
medium_haul,127,late_rotation,9.51,0.52,6.58,8.08,6.44,mixed_service,38.9,11.24,27.66,HIGH,standard_service,replace_trolley_set
medium_haul,71,business_priority,6.02,0.51,7.16,4.3,6.46,wheelchair_kit,28.45,26.8,1.65,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,193,late_rotation,8.31,0.49,5.36,4.81,4.59,duty_free,52.91,19.63,33.28,HIGH,duty_free,replace_trolley_set
short_haul,109,late_rotation,4.2,0.74,6.16,7.47,6.9,meal,37.9,26.07,11.83,HIGH,meal,top_up_before_arrival
medium_haul,105,business_priority,7.48,0.34,1.14,6.14,4.47,wheelchair_kit,26.67,14.71,11.96,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,106,business_priority,8.93,0.67,8.28,1.36,5.87,duty_free,36.41,40.49,0.0,ELEVATED,duty_free,top_up_before_arrival
long_haul,182,business_priority,4.3,0.45,4.88,5.48,7.82,beverage,53.17,25.23,27.94,HIGH,beverage,replace_trolley_set
short_haul,101,high_turnover,2.56,0.71,2.96,9.28,4.64,beverage,30.29,29.05,1.24,ELEVATED,beverage,monitor_only
medium_haul,112,late_rotation,6.24,0.51,7.52,1.99,5.55,beverage,37.91,31.44,6.47,ELEVATED,beverage,top_up_before_arrival
long_haul,113,late_rotation,8.92,0.27,1.62,7.56,1.59,wheelchair_kit,33.94,9.62,24.32,HIGH,wheelchair_kit,replace_trolley_set
short_haul,86,standard,3.5,0.41,3.17,9.24,6.68,duty_free,22.86,13.03,9.83,HIGH,duty_free,replace_trolley_set
short_haul,148,high_turnover,1.66,0.4,8.34,8.44,4.16,mixed_service,32.27,17.72,14.54,HIGH,standard_service,replace_trolley_set
short_haul,102,business_priority,2.63,0.88,4.71,1.57,3.35,beverage,27.59,49.22,0.0,LOW,beverage,monitor_only
medium_haul,174,late_rotation,7.13,0.93,1.97,8.35,8.11,mixed_service,40.7,34.89,5.81,ELEVATED,standard_service,top_up_before_arrival
short_haul,157,high_turnover,4.4,0.72,5.91,4.32,1.32,mixed_service,32.09,32.49,0.0,ELEVATED,standard_service,top_up_before_arrival
medium_haul,161,high_turnover,8.85,0.97,7.6,8.14,5.67,wheelchair_kit,38.9,42.26,0.0,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,131,standard,2.27,0.34,7.74,7.7,4.24,mixed_service,29.01,14.61,14.4,HIGH,standard_service,replace_trolley_set
short_haul,207,high_turnover,2.77,0.92,6.44,1.17,4.44,mixed_service,38.43,52.8,0.0,LOW,standard_service,monitor_only
short_haul,104,standard,7.07,0.95,6.88,9.07,2.67,beverage,34.94,43.49,0.0,LOW,beverage,monitor_only
medium_haul,100,high_turnover,0.54,0.28,2.55,8.36,6.16,duty_free,24.62,7.15,17.47,HIGH,duty_free,replace_trolley_set
short_haul,132,late_rotation,1.15,0.4,4.23,9.4,7.73,beverage,32.97,12.23,20.74,HIGH,beverage,replace_trolley_set
medium_haul,206,late_rotation,4.88,0.76,2.81,4.3,6.58,duty_free,38.85,30.97,7.88,ELEVATED,duty_free,top_up_before_arrival
medium_haul,92,standard,3.8,0.65,9.37,7.31,8.82,duty_free,37.18,24.13,13.05,HIGH,duty_free,replace_trolley_set
medium_haul,178,high_turnover,2.44,0.45,6.23,6.08,2.68,mixed_service,41.67,21.46,20.22,HIGH,standard_service,replace_trolley_set
medium_haul,161,high_turnover,2.04,0.82,6.77,1.84,1.57,mixed_service,34.65,44.82,0.0,LOW,standard_service,monitor_only
medium_haul,83,late_rotation,8.24,0.36,3.25,7.7,7.44,beverage,33.51,11.75,21.76,HIGH,beverage,replace_trolley_set
medium_haul,193,standard,9.59,0.53,3.97,4.88,7.51,beverage,43.95,22.76,21.19,ELEVATED,beverage,top_up_before_arrival
medium_haul,194,late_rotation,6.67,0.38,3.84,7.78,1.92,meal,43.24,15.59,27.65,HIGH,meal,replace_trolley_set
short_haul,135,high_turnover,4.7,0.62,3.26,7.42,4.86,wheelchair_kit,24.94,18.0,6.94,HIGH,wheelchair_kit,replace_trolley_set
short_haul,108,late_rotation,6.15,0.53,4.23,7.26,8.71,meal,37.08,17.24,19.83,HIGH,meal,replace_trolley_set
short_haul,137,late_rotation,9.77,0.34,2.95,3.15,6.25,meal,34.98,22.18,12.8,ELEVATED,meal,top_up_before_arrival
medium_haul,173,late_rotation,2.41,0.93,1.32,2.11,8.57,wheelchair_kit,34.59,48.87,0.0,LOW,wheelchair_kit,monitor_only
short_haul,206,high_turnover,6.39,0.91,1.4,9.44,6.68,mixed_service,34.07,34.64,0.0,ELEVATED,standard_service,monitor_only
short_haul,75,high_turnover,7.69,0.6,8.7,2.49,9.33,mixed_service,35.27,34.98,0.29,ELEVATED,standard_service,top_up_before_arrival
short_haul,160,standard,2.22,0.48,1.71,5.33,1.66,beverage,30.52,20.48,10.04,HIGH,beverage,replace_trolley_set
medium_haul,129,standard,1.11,0.4,5.14,8.1,4.99,beverage,36.15,12.47,23.68,HIGH,beverage,replace_trolley_set
short_haul,87,high_turnover,7.3,0.39,5.73,8.33,3.19,duty_free,27.46,9.24,18.21,HIGH,duty_free,top_up_before_arrival
medium_haul,152,business_priority,6.92,0.72,1.05,7.24,5.3,meal,40.19,28.94,11.25,ELEVATED,meal,top_up_before_arrival
medium_haul,198,business_priority,5.28,0.59,3.1,5.56,8.38,duty_free,43.61,28.88,14.73,ELEVATED,duty_free,top_up_before_arrival
short_haul,160,business_priority,3.57,0.75,8.11,7.07,8.65,beverage,43.47,32.59,10.88,ELEVATED,beverage,top_up_before_arrival
medium_haul,184,late_rotation,9.58,0.65,4.2,1.11,6.39,beverage,42.77,36.97,5.8,LOW,beverage,monitor_only
medium_haul,212,standard,9.5,0.48,6.55,7.66,3.45,beverage,45.98,22.16,23.83,HIGH,beverage,replace_trolley_set
medium_haul,108,standard,2.77,0.53,8.98,4.76,1.08,mixed_service,34.27,24.3,9.97,ELEVATED,standard_service,top_up_before_arrival
short_haul,145,business_priority,7.88,0.98,8.26,4.92,3.6,beverage,39.28,50.23,0.0,LOW,beverage,monitor_only
medium_haul,180,late_rotation,0.36,0.85,1.11,8.12,2.23,duty_free,31.61,25.54,6.07,HIGH,duty_free,top_up_before_arrival
long_haul,113,late_rotation,6.01,0.47,7.47,9.3,2.58,mixed_service,39.34,12.7,26.63,HIGH,long_haul_service,replace_trolley_set
long_haul,105,late_rotation,3.6,0.53,6.94,9.36,7.27,wheelchair_kit,41.36,11.22,30.14,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,150,high_turnover,9.67,0.47,1.5,2.39,3.15,meal,41.5,30.26,11.24,ELEVATED,meal,monitor_only
medium_haul,97,late_rotation,4.25,0.96,5.56,3.41,3.64,mixed_service,32.63,40.62,0.0,LOW,standard_service,monitor_only
short_haul,133,business_priority,7.02,0.71,4.21,4.88,3.85,duty_free,30.75,32.57,0.0,ELEVATED,duty_free,top_up_before_arrival
medium_haul,193,high_turnover,7.3,0.57,3.06,8.69,1.28,beverage,39.02,18.59,20.43,HIGH,beverage,replace_trolley_set
medium_haul,128,high_turnover,1.93,0.63,4.11,3.72,1.75,wheelchair_kit,27.37,38.09,0.0,LOW,wheelchair_kit,monitor_only
short_haul,199,late_rotation,4.74,0.73,4.86,2.53,7.05,meal,39.74,35.1,4.64,ELEVATED,meal,top_up_before_arrival
medium_haul,166,high_turnover,3.23,0.38,9.38,7.42,8.99,beverage,46.16,13.83,32.33,HIGH,beverage,replace_trolley_set
medium_haul,151,business_priority,9.05,0.58,3.66,5.06,5.69,beverage,41.74,29.73,12.01,HIGH,beverage,replace_trolley_set
medium_haul,191,late_rotation,8.82,0.35,1.09,8.4,6.73,duty_free,35.16,2.62,32.54,HIGH,duty_free,replace_trolley_set
long_haul,195,standard,2.25,0.28,4.77,4.59,4.82,duty_free,45.27,20.32,24.95,HIGH,duty_free,replace_trolley_set
medium_haul,93,high_turnover,8.75,0.98,2.34,7.03,6.68,beverage,41.27,43.72,0.0,ELEVATED,beverage,monitor_only
medium_haul,97,late_rotation,5.72,0.48,8.37,2.87,9.25,meal,46.84,27.22,19.62,HIGH,meal,replace_trolley_set
short_haul,139,late_rotation,9.65,0.82,4.6,8.98,3.94,meal,39.71,27.27,12.43,HIGH,meal,top_up_before_arrival
short_haul,78,business_priority,6.69,0.8,4.36,5.85,3.93,duty_free,23.43,36.48,0.0,LOW,duty_free,monitor_only
medium_haul,149,business_priority,4.74,0.65,1.92,1.05,4.89,mixed_service,32.36,40.84,0.0,LOW,premium_cabin,monitor_only
medium_haul,196,standard,7.46,0.42,2.54,5.47,1.23,wheelchair_kit,35.86,20.7,15.15,HIGH,wheelchair_kit,replace_trolley_set
long_haul,130,standard,3.04,0.56,5.43,4.87,2.3,meal,49.7,25.1,24.6,HIGH,meal,replace_trolley_set
medium_haul,197,business_priority,7.28,0.28,4.11,9.24,1.04,duty_free,36.1,12.57,23.53,HIGH,duty_free,replace_trolley_set
medium_haul,200,late_rotation,8.21,0.61,7.9,3.55,8.8,duty_free,47.72,30.92,16.8,ELEVATED,duty_free,top_up_before_arrival
short_haul,83,standard,4.92,0.62,1.67,1.0,7.02,beverage,26.4,36.85,0.0,LOW,beverage,monitor_only
long_haul,131,high_turnover,3.45,0.6,3.77,1.96,3.18,mixed_service,39.31,37.65,1.67,ELEVATED,long_haul_service,top_up_before_arrival
short_haul,193,high_turnover,5.39,0.75,1.99,5.48,4.73,wheelchair_kit,28.98,30.1,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,200,standard,1.12,0.72,2.99,2.3,4.04,meal,40.98,41.17,0.0,LOW,meal,monitor_only
short_haul,215,late_rotation,6.67,0.84,6.75,7.88,2.43,duty_free,37.68,35.24,2.44,ELEVATED,duty_free,top_up_before_arrival
short_haul,81,late_rotation,9.29,0.34,3.48,8.89,6.88,mixed_service,26.53,0.86,25.68,HIGH,standard_service,replace_trolley_set
long_haul,151,business_priority,0.77,0.42,6.44,4.54,9.42,beverage,51.55,20.99,30.56,HIGH,beverage,replace_trolley_set
short_haul,145,business_priority,2.63,0.51,8.85,7.14,8.23,duty_free,34.82,21.64,13.17,HIGH,duty_free,replace_trolley_set
medium_haul,112,business_priority,5.45,0.41,3.89,8.54,9.46,meal,42.59,14.47,28.12,HIGH,meal,replace_trolley_set
long_haul,165,standard,4.72,0.26,2.27,8.21,2.53,beverage,42.42,13.81,28.61,HIGH,beverage,replace_trolley_set
medium_haul,132,standard,0.37,0.9,7.35,2.67,9.13,duty_free,34.63,50.9,0.0,LOW,duty_free,monitor_only
medium_haul,185,standard,4.78,0.69,7.35,6.51,1.61,mixed_service,39.64,34.14,5.5,LOW,standard_service,monitor_only
long_haul,126,business_priority,3.11,0.71,8.06,2.16,3.14,wheelchair_kit,41.7,40.82,0.89,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,193,late_rotation,9.39,0.67,1.71,2.42,4.11,duty_free,42.69,39.08,3.61,ELEVATED,duty_free,top_up_before_arrival
medium_haul,156,standard,6.0,0.94,3.01,4.4,9.12,mixed_service,38.22,48.51,0.0,LOW,standard_service,monitor_only
long_haul,133,business_priority,5.99,0.97,1.46,9.0,2.44,beverage,41.45,35.86,5.59,ELEVATED,beverage,top_up_before_arrival
short_haul,138,high_turnover,5.64,0.91,2.43,2.65,3.69,beverage,29.79,49.56,0.0,LOW,beverage,monitor_only
medium_haul,82,high_turnover,6.66,0.72,8.65,6.63,6.02,wheelchair_kit,32.34,30.03,2.3,ELEVATED,wheelchair_kit,top_up_before_arrival
long_haul,163,standard,5.54,0.72,4.77,4.68,5.72,beverage,46.37,29.75,16.63,ELEVATED,beverage,top_up_before_arrival
short_haul,128,high_turnover,7.31,0.55,4.82,5.6,4.97,mixed_service,31.25,26.3,4.95,ELEVATED,standard_service,top_up_before_arrival
short_haul,190,business_priority,5.29,0.59,3.83,5.13,7.39,mixed_service,40.95,31.33,9.62,ELEVATED,premium_cabin,top_up_before_arrival
long_haul,188,high_turnover,2.04,0.44,6.03,2.0,2.6,mixed_service,46.29,28.88,17.42,HIGH,long_haul_service,replace_trolley_set
medium_haul,124,standard,7.4,0.67,7.22,8.63,2.39,meal,42.44,28.52,13.92,HIGH,meal,top_up_before_arrival
medium_haul,98,late_rotation,3.33,0.96,2.52,6.01,6.61,mixed_service,30.38,37.25,0.0,LOW,standard_service,monitor_only
short_haul,105,late_rotation,2.83,0.59,6.07,6.25,5.22,wheelchair_kit,25.76,23.6,2.17,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,97,standard,2.29,0.38,6.3,2.85,4.86,beverage,33.43,25.67,7.76,ELEVATED,beverage,top_up_before_arrival
short_haul,190,standard,6.82,0.34,9.39,6.56,6.66,wheelchair_kit,37.31,12.63,24.68,HIGH,wheelchair_kit,replace_trolley_set
medium_haul,166,standard,6.44,0.92,7.34,1.02,7.57,meal,49.96,54.32,0.0,LOW,meal,monitor_only
short_haul,180,high_turnover,4.74,0.53,6.02,4.44,1.51,duty_free,31.7,30.12,1.58,ELEVATED,duty_free,monitor_only
medium_haul,219,standard,5.71,0.91,8.37,2.29,4.75,meal,52.11,47.65,4.46,LOW,meal,monitor_only
long_haul,127,standard,2.85,0.74,2.32,7.26,6.63,beverage,42.69,31.54,11.15,ELEVATED,beverage,top_up_before_arrival
medium_haul,93,business_priority,0.6,0.86,9.16,8.09,5.52,meal,41.24,37.21,4.03,LOW,meal,monitor_only
medium_haul,125,business_priority,4.77,0.76,8.29,2.63,6.39,beverage,47.01,42.32,4.69,LOW,beverage,monitor_only
long_haul,87,late_rotation,1.0,0.7,7.51,6.8,7.25,beverage,43.26,26.73,16.54,HIGH,beverage,top_up_before_arrival
medium_haul,87,high_turnover,1.31,0.52,8.96,7.54,7.86,duty_free,34.85,22.66,12.19,HIGH,duty_free,top_up_before_arrival
medium_haul,172,standard,0.24,0.6,5.55,9.27,2.37,duty_free,33.36,10.04,23.32,HIGH,duty_free,replace_trolley_set
medium_haul,81,standard,7.02,0.71,7.89,9.28,1.38,wheelchair_kit,28.2,26.96,1.24,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,121,business_priority,4.56,0.78,8.18,4.16,6.8,beverage,38.21,40.93,0.0,LOW,beverage,monitor_only
short_haul,132,late_rotation,6.48,0.48,4.23,1.66,8.15,meal,38.22,29.5,8.72,ELEVATED,meal,monitor_only
short_haul,170,late_rotation,4.58,0.42,4.43,5.81,9.06,wheelchair_kit,31.59,18.44,13.16,HIGH,wheelchair_kit,replace_trolley_set
short_haul,137,standard,0.77,0.93,2.13,5.41,4.42,wheelchair_kit,20.41,44.45,0.0,LOW,wheelchair_kit,monitor_only
medium_haul,140,business_priority,9.71,0.68,8.14,2.21,9.13,mixed_service,45.62,39.15,6.48,LOW,premium_cabin,monitor_only
short_haul,172,late_rotation,3.92,0.89,1.57,9.31,3.3,wheelchair_kit,28.29,24.35,3.95,ELEVATED,wheelchair_kit,top_up_before_arrival
short_haul,163,business_priority,8.71,0.57,4.89,7.57,7.09,duty_free,37.42,24.27,13.14,HIGH,duty_free,replace_trolley_set
short_haul,91,standard,3.38,0.31,3.19,6.16,7.26,mixed_service,28.88,12.54,16.34,HIGH,standard_service,replace_trolley_set
short_haul,111,high_turnover,5.09,0.6,4.63,8.44,2.98,beverage,31.81,26.99,4.82,ELEVATED,beverage,top_up_before_arrival
long_haul,126,business_priority,0.43,0.34,4.85,6.84,2.34,meal,43.44,14.05,29.39,HIGH,meal,replace_trolley_set
medium_haul,80,late_rotation,1.28,0.74,5.37,4.15,6.56,beverage,34.86,37.15,0.0,LOW,beverage,monitor_only
short_haul,132,high_turnover,0.81,0.88,6.45,3.5,7.68,meal,36.08,44.03,0.0,LOW,meal,monitor_only
medium_haul,202,late_rotation,5.2,0.72,3.85,6.78,6.5,meal,46.65,22.17,24.47,ELEVATED,meal,top_up_before_arrival
medium_haul,131,standard,9.65,0.82,1.2,9.26,4.79,wheelchair_kit,32.5,30.43,2.08,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,128,high_turnover,9.13,0.68,6.05,1.94,6.15,meal,44.54,42.02,2.52,LOW,meal,monitor_only
short_haul,102,business_priority,4.84,0.29,5.85,3.58,2.26,meal,34.18,21.88,12.3,ELEVATED,meal,top_up_before_arrival
medium_haul,213,standard,2.17,0.79,2.05,6.35,7.49,beverage,38.19,33.28,4.92,ELEVATED,beverage,top_up_before_arrival
medium_haul,172,late_rotation,5.24,0.72,5.17,4.0,9.38,mixed_service,41.72,34.87,6.85,LOW,standard_service,monitor_only
short_haul,87,high_turnover,1.58,0.41,7.75,3.43,7.05,meal,32.27,24.08,8.19,ELEVATED,meal,top_up_before_arrival
medium_haul,180,business_priority,8.9,0.52,3.57,1.98,5.78,meal,45.02,33.62,11.4,ELEVATED,meal,top_up_before_arrival
long_haul,116,high_turnover,0.74,0.4,2.47,1.57,7.64,wheelchair_kit,36.69,28.1,8.59,HIGH,wheelchair_kit,replace_trolley_set
long_haul,167,high_turnover,8.61,0.4,3.66,5.35,8.95,wheelchair_kit,45.69,18.22,27.46,HIGH,wheelchair_kit,replace_trolley_set
short_haul,178,standard,7.78,0.4,6.87,2.72,4.05,beverage,41.73,26.32,15.41,HIGH,beverage,top_up_before_arrival
short_haul,167,late_rotation,3.74,0.64,5.64,6.65,9.46,beverage,37.92,27.7,10.21,HIGH,beverage,replace_trolley_set
short_haul,89,standard,6.07,0.59,6.9,9.41,7.99,mixed_service,33.54,24.76,8.78,HIGH,standard_service,replace_trolley_set
long_haul,213,standard,7.96,0.97,5.57,2.75,4.98,beverage,56.1,48.39,7.71,ELEVATED,beverage,monitor_only
short_haul,80,business_priority,7.48,0.49,1.33,3.79,3.22,meal,30.79,27.19,3.6,HIGH,meal,replace_trolley_set
short_haul,184,standard,9.51,0.71,1.43,3.05,9.1,wheelchair_kit,29.64,39.51,0.0,LOW,wheelchair_kit,monitor_only
short_haul,172,business_priority,4.74,1.0,2.4,8.19,7.87,duty_free,36.54,38.21,0.0,ELEVATED,duty_free,top_up_before_arrival
short_haul,172,late_rotation,6.92,0.86,8.37,3.13,4.88,duty_free,36.43,40.81,0.0,LOW,duty_free,monitor_only
long_haul,89,business_priority,1.84,0.27,7.11,6.45,4.63,mixed_service,42.8,8.81,33.99,HIGH,premium_cabin,replace_trolley_set
long_haul,94,high_turnover,8.07,0.38,8.14,1.09,7.57,wheelchair_kit,42.03,28.22,13.81,HIGH,wheelchair_kit,top_up_before_arrival
long_haul,137,late_rotation,5.1,0.53,3.91,1.21,8.18,mixed_service,40.63,32.27,8.36,ELEVATED,long_haul_service,top_up_before_arrival
long_haul,112,standard,4.59,0.64,7.33,3.59,7.27,meal,48.76,35.76,13.0,ELEVATED,meal,top_up_before_arrival
medium_haul,154,late_rotation,3.83,0.48,4.62,2.57,2.17,beverage,37.35,26.17,11.17,ELEVATED,beverage,monitor_only
medium_haul,216,standard,1.44,0.9,8.03,3.91,8.42,beverage,50.82,47.85,2.97,LOW,beverage,monitor_only
medium_haul,157,standard,4.1,0.8,2.79,7.42,8.81,mixed_service,40.49,36.55,3.94,ELEVATED,standard_service,top_up_before_arrival
medium_haul,85,business_priority,8.99,0.67,5.68,1.87,5.01,wheelchair_kit,31.9,41.36,0.0,LOW,wheelchair_kit,monitor_only
short_haul,137,standard,4.99,0.76,1.67,6.04,7.11,duty_free,28.28,36.66,0.0,LOW,duty_free,monitor_only
long_haul,70,business_priority,5.76,0.73,3.42,1.13,4.97,duty_free,33.23,39.83,0.0,LOW,duty_free,monitor_only
short_haul,201,high_turnover,2.79,0.67,4.0,3.85,6.21,beverage,39.74,37.6,2.14,ELEVATED,beverage,monitor_only
medium_haul,73,high_turnover,5.02,0.55,3.53,1.18,6.6,meal,37.28,32.7,4.58,LOW,meal,monitor_only
short_haul,165,standard,6.83,0.4,3.34,2.37,2.04,duty_free,26.74,31.19,0.0,LOW,duty_free,monitor_only
short_haul,126,high_turnover,8.74,0.49,6.26,7.61,4.1,meal,36.38,14.18,22.21,HIGH,meal,top_up_before_arrival
short_haul,214,business_priority,1.35,0.82,2.3,7.38,3.93,mixed_service,36.58,35.01,1.58,ELEVATED,premium_cabin,top_up_before_arrival
short_haul,90,standard,2.68,0.55,1.05,7.48,6.86,duty_free,20.07,16.37,3.7,HIGH,duty_free,replace_trolley_set
medium_haul,125,late_rotation,6.51,0.43,6.72,6.95,1.16,beverage,32.94,18.68,14.26,ELEVATED,beverage,top_up_before_arrival
long_haul,97,business_priority,5.24,0.44,6.99,8.71,7.93,beverage,46.1,20.07,26.03,HIGH,beverage,replace_trolley_set
short_haul,71,standard,9.49,0.37,7.74,3.72,5.92,meal,37.5,21.69,15.81,ELEVATED,meal,top_up_before_arrival
medium_haul,170,standard,3.67,0.33,1.46,3.73,6.82,mixed_service,38.84,24.59,14.25,HIGH,standard_service,top_up_before_arrival
medium_haul,98,standard,9.65,0.95,2.35,8.7,3.45,meal,37.71,36.35,1.37,ELEVATED,meal,monitor_only
short_haul,116,late_rotation,3.1,0.49,8.14,5.89,2.72,beverage,33.2,16.79,16.42,HIGH,beverage,replace_trolley_set
medium_haul,198,standard,2.28,0.57,5.05,9.06,5.99,mixed_service,44.71,15.3,29.41,HIGH,standard_service,replace_trolley_set
short_haul,205,business_priority,0.85,0.92,4.84,7.95,1.96,beverage,38.29,38.4,0.0,LOW,beverage,monitor_only
medium_haul,106,business_priority,8.27,0.58,6.22,3.75,1.32,mixed_service,38.27,31.99,6.28,LOW,premium_cabin,monitor_only
short_haul,159,high_turnover,8.38,0.79,8.42,8.14,1.84,mixed_service,36.15,29.9,6.26,ELEVATED,standard_service,top_up_before_arrival
long_haul,86,late_rotation,2.4,0.83,9.07,5.4,3.7,beverage,47.26,32.99,14.27,ELEVATED,beverage,top_up_before_arrival
short_haul,191,business_priority,8.17,0.56,5.46,5.88,6.83,wheelchair_kit,34.33,25.49,8.84,ELEVATED,wheelchair_kit,top_up_before_arrival
medium_haul,70,business_priority,8.2,0.99,2.73,3.18,3.34,duty_free,25.82,50.62,0.0,LOW,duty_free,monitor_only
short_haul,125,business_priority,5.74,0.95,7.58,2.55,3.17,meal,35.69,51.21,0.0,LOW,meal,monitor_only
medium_haul,145,high_turnover,4.17,0.86,1.85,8.85,3.2,mixed_service,34.09,41.34,0.0,ELEVATED,standard_service,monitor_only
medium_haul,86,business_priority,1.56,0.78,1.43,6.34,4.26,wheelchair_kit,21.79,38.77,0.0,LOW,wheelchair_kit,monitor_only
