passenger_load,arrival_delay,gate_congestion,malfunction_count,malfunction_severity,inventory_shortage,aircraft_type,route_class,assistance_request,refueling_required,weather_disturbance,maintenance_duration_proxy,catering_duration_proxy,cleaning_duration_proxy,boarding_duration_proxy,refueling_duration_proxy,dominant_bottleneck
88,34,8.25,2,1.51,6.67,B737-800,short_haul,False,True,1.93,14.33,22.87,18.26,20.09,19.03,Catering
159,84,9.04,2,3.64,8.98,B737-800,medium_haul,True,False,4.55,23.39,30.38,26.61,28.33,20.08,Catering
159,54,4.8,0,1.93,7.9,E195-E2,medium_haul,True,True,4.44,15.76,26.38,23.86,23.32,24.38,Catering
155,11,9.04,0,0.7,4.91,A321,medium_haul,False,True,2.31,11.37,23.87,19.95,20.15,18.2,Catering
151,9,1.09,1,2.76,7.5,A321,short_haul,False,True,0.32,11.35,23.19,17.08,17.68,13.02,Catering
122,70,0.82,1,0.46,5.81,E195-E2,long_haul,False,True,3.21,9.04,21.64,19.45,17.82,19.89,Catering
189,59,8.13,1,4.25,6.09,B737-800,medium_haul,False,True,5.85,23.74,24.7,24.17,25.17,25.89,Refueling
205,52,6.82,0,4.17,3.69,A320neo,medium_haul,False,True,2.32,19.47,19.23,26.67,22.68,21.4,Cleaning
210,33,0.98,1,0.51,4.89,A320neo,long_haul,False,True,2.07,10.67,22.46,20.95,21.17,18.13,Catering
143,47,7.35,0,2.38,6.22,A320neo,short_haul,False,True,4.09,14.54,23.57,20.31,25.44,23.94,Boarding
187,45,1.03,3,1.38,8.77,E195-E2,medium_haul,True,True,7.08,16.63,28.17,19.95,22.12,21.33,Catering
174,64,7.88,1,1.78,2.06,B737-800,short_haul,False,True,0.91,16.07,18.16,22.85,23.49,19.21,Boarding
72,57,9.01,1,3.92,5.43,E195-E2,short_haul,False,True,3.43,21.14,20.57,20.23,21.52,25.46,Refueling
90,54,4.74,3,9.06,6.26,A320neo,medium_haul,False,True,4.87,37.14,22.42,19.31,19.99,21.8,Maintenance
195,34,3.27,2,4.48,8.08,A320neo,medium_haul,False,False,4.89,21.35,27.84,21.46,18.5,13.6,Catering
207,2,2.72,3,6.18,7.89,E195-E2,medium_haul,False,True,7.14,29.86,25.45,20.97,17.53,21.44,Maintenance
218,29,8.91,2,6.01,4.55,A320neo,medium_haul,False,True,0.25,27.34,23.03,25.96,24.5,22.23,Maintenance
146,70,9.44,2,0.0,7.47,B737-800,short_haul,False,True,7.63,15.53,27.76,21.51,25.41,28.82,Refueling
145,15,8.44,3,4.94,8.82,E195-E2,medium_haul,False,False,4.06,28.44,26.84,20.51,22.97,17.05,Maintenance
79,15,5.17,1,4.04,8.41,A321,medium_haul,False,True,5.6,21.27,24.67,15.16,18.12,22.41,Catering
170,10,1.05,0,0.0,7.24,E195-E2,short_haul,False,False,6.58,8.37,22.8,20.62,17.74,16.92,Catering
134,9,4.34,2,7.52,7.63,A321,short_haul,True,True,0.43,27.72,22.82,15.77,20.08,16.32,Maintenance
135,30,4.11,0,2.81,2.28,E195-E2,short_haul,False,True,3.15,14.44,16.42,21.66,21.32,18.71,Cleaning
200,36,4.79,1,3.97,8.06,E195-E2,short_haul,False,True,5.03,20.1,26.12,23.27,21.45,24.21,Catering
165,68,5.31,2,3.36,7.01,B737-800,medium_haul,False,False,4.77,22.86,24.92,24.44,21.95,16.93,Catering
188,31,4.44,0,2.75,0.39,B737-800,medium_haul,False,True,3.68,14.58,14.79,19.07,20.35,20.97,Refueling
111,7,3.01,3,2.1,8.97,E195-E2,long_haul,False,False,4.44,16.74,25.43,17.41,17.81,15.54,Catering
147,69,6.39,6,5.0,0.18,B737-800,short_haul,False,True,7.67,32.65,13.89,22.66,22.19,28.81,Maintenance
194,63,7.66,1,2.9,0.43,B737-800,long_haul,False,True,3.91,20.27,18.09,27.69,23.0,23.22,Cleaning
197,45,1.11,0,1.73,5.96,A321,long_haul,False,True,1.47,11.17,25.61,22.45,20.53,19.37,Catering
158,2,9.04,2,4.16,4.39,A320neo,medium_haul,False,True,2.35,23.33,21.97,19.18,24.06,19.96,Boarding
198,28,2.87,2,6.14,2.46,A321,long_haul,False,True,6.34,29.25,20.39,22.78,19.92,22.76,Maintenance
194,81,8.81,4,6.36,1.56,E195-E2,long_haul,False,True,4.13,33.37,19.39,26.12,25.71,24.11,Maintenance
144,12,5.57,0,5.55,1.46,B737-800,short_haul,False,True,7.0,24.91,16.98,17.1,19.84,25.82,Refueling
164,72,0.7,0,4.72,5.55,E195-E2,short_haul,False,True,2.71,18.73,22.99,22.89,17.88,19.52,Catering
167,44,0.78,0,4.04,8.42,B737-800,short_haul,False,True,7.1,19.73,26.47,21.62,17.63,23.47,Catering
157,81,7.84,1,3.11,8.38,A320neo,long_haul,True,True,4.07,15.71,27.15,24.67,27.56,24.55,Boarding
158,70,5.91,2,4.14,2.04,A321,short_haul,False,True,6.09,23.04,18.03,20.04,22.78,26.68,Refueling
161,42,6.49,1,6.23,4.02,A321,medium_haul,False,True,1.24,24.17,21.46,21.42,22.01,18.81,Maintenance
92,25,5.61,0,0.0,6.83,B737-800,short_haul,False,True,2.76,6.33,20.4,15.86,18.12,19.67,Catering
139,65,7.7,3,3.81,0.49,B737-800,short_haul,False,True,7.24,26.42,13.83,22.08,22.37,27.46,Refueling
121,12,1.96,0,6.36,9.41,B737-800,short_haul,False,False,3.02,24.7,22.7,15.31,15.26,11.88,Maintenance
106,39,2.54,3,2.13,7.92,B737-800,medium_haul,True,True,0.24,17.88,23.32,19.33,19.48,15.48,Catering
73,79,1.3,0,1.81,0.28,A320neo,medium_haul,False,True,6.49,12.64,11.89,20.58,18.78,22.77,Refueling
95,44,8.92,0,3.93,6.45,A320neo,medium_haul,False,False,4.93,20.45,22.37,18.67,22.2,18.56,Catering
103,49,1.39,1,1.44,4.95,E195-E2,medium_haul,True,True,6.97,13.48,21.19,18.96,19.88,21.66,Refueling
101,81,3.02,1,6.62,7.36,A321,medium_haul,True,True,0.8,25.09,22.73,20.16,22.83,18.56,Maintenance
198,37,8.97,0,0.94,8.52,A321,short_haul,False,False,1.14,11.83,26.94,23.34,24.34,15.26,Catering
82,60,0.76,2,5.99,1.75,A320neo,medium_haul,False,False,2.85,24.54,14.47,19.39,16.94,13.56,Maintenance
174,22,6.81,3,8.64,2.84,A321,medium_haul,False,True,4.58,36.75,18.0,21.81,22.94,20.36,Maintenance
147,12,9.15,2,3.75,5.56,A320neo,short_haul,True,True,3.26,21.5,22.83,17.8,22.93,23.06,Refueling
152,30,5.06,0,0.72,7.84,B737-800,short_haul,False,True,4.02,11.42,23.88,20.24,19.52,20.88,Catering
130,27,4.1,2,3.71,7.07,A320neo,short_haul,False,True,1.9,20.68,22.42,18.79,18.88,16.09,Catering
128,50,8.53,1,4.92,9.59,E195-E2,medium_haul,False,True,5.33,24.32,29.62,20.09,22.86,23.05,Catering
114,7,7.79,0,5.14,4.9,A320neo,short_haul,False,True,3.98,19.25,18.97,16.99,18.54,17.85,Maintenance
88,3,7.94,1,5.1,3.73,E195-E2,short_haul,True,True,2.88,22.12,17.59,16.58,22.65,16.98,Boarding
105,72,7.72,0,0.47,2.18,B737-800,medium_haul,False,True,3.06,9.91,15.05,19.93,21.36,22.14,Refueling
144,8,6.13,3,4.54,8.02,A320neo,medium_haul,True,True,4.73,25.39,23.8,19.98,20.76,21.14,Maintenance
74,72,2.69,1,1.03,7.94,A320neo,short_haul,False,True,5.46,13.33,21.73,19.95,19.15,20.89,Catering
187,10,1.74,0,2.78,3.23,A321,short_haul,False,True,2.47,15.56,19.18,20.71,18.66,16.54,Cleaning
178,83,6.28,3,3.59,5.37,B737-800,short_haul,False,False,7.14,23.86,23.38,26.17,25.5,18.76,Cleaning
110,50,6.56,0,0.87,9.42,B737-800,medium_haul,True,False,1.06,11.82,26.83,20.67,21.1,16.26,Catering
184,48,5.71,0,0.81,3.45,A321,long_haul,False,True,6.91,14.48,21.52,22.33,23.78,28.16,Refueling
205,5,5.2,2,2.72,3.73,B737-800,short_haul,True,True,3.6,19.64,19.89,16.02,22.94,18.32,Boarding
208,18,7.36,0,3.28,7.38,A321,medium_haul,False,True,3.86,18.8,28.81,22.78,23.46,21.55,Catering
203,81,9.46,2,3.08,1.07,A321,long_haul,True,False,4.86,20.62,19.56,27.68,28.29,20.69,Boarding
112,45,8.95,1,3.98,6.84,B737-800,medium_haul,False,True,1.24,19.23,24.96,22.95,24.06,22.03,Catering
133,77,4.71,0,2.07,7.65,E195-E2,long_haul,True,True,6.24,14.87,25.87,21.41,24.83,25.87,Refueling
108,31,6.23,2,3.93,9.26,B737-800,long_haul,False,False,7.08,26.32,28.99,20.78,17.9,19.92,Catering
82,67,1.25,1,3.4,4.82,A320neo,short_haul,False,False,3.13,19.0,18.44,18.79,15.33,13.13,Maintenance
100,62,5.76,1,4.7,5.6,A320neo,long_haul,False,True,5.11,22.49,23.19,20.25,20.23,22.63,Catering
97,75,7.66,0,1.87,1.9,E195-E2,short_haul,True,False,7.43,16.0,16.13,20.44,23.48,22.9,Boarding
122,7,5.83,0,2.56,1.38,B737-800,short_haul,False,True,0.84,13.22,16.15,17.16,17.89,18.17,Refueling
211,38,5.84,0,1.27,5.39,A320neo,medium_haul,False,True,2.98,10.65,24.02,23.49,21.36,17.19,Catering
86,56,2.49,1,2.54,1.08,B737-800,short_haul,True,True,2.45,16.61,10.88,18.44,19.38,18.46,Boarding
199,71,2.64,1,3.1,7.79,A321,short_haul,False,True,6.06,18.29,26.05,26.38,22.4,24.01,Cleaning
167,7,2.65,3,5.39,9.43,A321,short_haul,True,False,3.94,26.89,26.85,18.42,20.02,14.91,Maintenance
123,14,7.54,4,4.5,7.69,B737-800,short_haul,False,True,7.38,29.24,24.1,16.99,22.26,23.57,Maintenance
107,68,2.79,2,4.55,3.83,B737-800,medium_haul,False,False,0.91,22.52,17.93,19.51,20.88,12.84,Maintenance
115,49,5.96,2,2.33,7.49,A320neo,medium_haul,True,True,5.87,18.1,23.8,19.35,20.58,26.31,Refueling
217,59,3.87,3,3.47,0.59,E195-E2,medium_haul,False,True,6.43,22.81,17.19,24.12,22.51,21.68,Cleaning
219,32,3.56,0,0.33,1.36,B737-800,short_haul,True,True,4.68,10.41,18.4,21.39,22.91,20.18,Boarding
72,72,3.4,5,7.46,6.89,E195-E2,medium_haul,False,True,7.1,36.23,22.33,18.33,21.29,23.72,Maintenance
215,42,7.08,2,3.88,4.31,B737-800,medium_haul,False,True,4.2,22.25,23.8,24.58,26.35,21.17,Boarding
102,61,8.24,2,2.65,6.89,E195-E2,short_haul,False,True,1.5,18.84,21.48,20.72,23.13,21.24,Boarding
165,0,3.46,1,2.29,0.53,A321,medium_haul,False,True,4.46,15.29,15.2,17.38,17.2,21.84,Refueling
206,77,6.12,2,2.95,1.56,B737-800,medium_haul,False,True,0.31,19.01,18.5,25.3,25.3,19.53,Cleaning
95,42,1.56,2,5.33,3.02,E195-E2,medium_haul,True,True,0.77,24.91,15.84,18.83,18.37,16.64,Maintenance
155,78,1.3,2,3.69,3.17,A320neo,medium_haul,False,False,5.95,19.97,18.57,21.49,21.93,16.67,Boarding
88,15,1.03,3,4.39,3.95,A321,short_haul,False,True,3.04,22.08,16.89,17.16,15.19,18.19,Maintenance
214,17,3.5,1,4.64,9.12,B737-800,short_haul,True,True,2.81,21.19,28.64,20.25,20.65,20.35,Catering
76,48,4.38,1,2.03,2.3,A321,short_haul,False,True,6.25,16.67,14.93,15.34,16.88,25.18,Refueling
154,43,6.37,1,4.12,9.57,A320neo,long_haul,False,True,3.49,21.57,30.94,20.14,22.88,19.5,Catering
215,38,1.83,1,0.0,5.99,E195-E2,medium_haul,True,True,3.56,11.78,23.13,22.19,23.39,22.77,Boarding
94,21,2.2,0,0.0,4.69,E195-E2,short_haul,False,False,2.94,8.91,16.5,13.61,14.69,13.49,Catering
130,9,1.32,1,4.63,3.54,E195-E2,short_haul,False,True,4.77,20.13,17.18,14.25,15.77,18.6,Maintenance
102,34,0.77,2,3.04,2.01,B737-800,medium_haul,False,True,6.38,22.2,14.4,16.4,14.97,18.66,Maintenance
76,65,4.96,0,5.39,5.06,B737-800,short_haul,False,True,0.59,19.98,20.43,20.19,19.05,20.43,Refueling
166,71,5.48,2,4.09,2.72,A320neo,short_haul,False,False,6.15,23.57,17.83,22.99,22.08,17.49,Maintenance
94,39,3.5,1,3.77,2.47,A320neo,short_haul,False,True,7.14,23.59,16.84,17.31,18.39,24.06,Refueling
207,47,4.76,1,4.75,2.04,E195-E2,long_haul,True,True,1.24,21.56,17.89,24.56,25.07,16.77,Boarding
89,3,2.35,2,4.64,2.59,B737-800,medium_haul,False,True,2.65,20.94,17.4,14.04,14.6,18.06,Maintenance
131,84,2.77,2,0.0,9.12,A320neo,medium_haul,False,True,4.79,12.26,27.34,22.45,19.82,20.64,Catering
118,58,1.91,2,4.25,7.7,A321,medium_haul,False,True,2.86,21.55,23.74,21.03,19.84,22.64,Catering
83,26,2.84,1,3.53,0.92,E195-E2,long_haul,False,False,4.45,16.97,14.78,16.58,19.2,14.1,Boarding
105,83,0.79,1,0.82,7.69,A320neo,long_haul,False,True,2.18,10.65,25.5,20.39,19.11,19.77,Catering
117,62,7.35,0,5.86,4.5,A321,medium_haul,False,False,5.01,24.22,20.04,23.11,22.76,17.28,Maintenance
158,29,5.98,0,1.82,6.92,E195-E2,medium_haul,False,True,5.12,12.67,23.91,18.73,21.12,21.57,Catering
89,23,9.32,2,4.22,7.87,A320neo,long_haul,False,True,4.33,23.69,25.21,19.42,20.47,19.19,Catering
165,38,3.25,0,5.78,6.93,B737-800,short_haul,False,True,3.58,24.36,23.87,19.08,20.46,20.63,Maintenance
166,25,6.03,1,4.15,8.64,E195-E2,long_haul,False,True,0.41,19.44,30.77,21.47,21.06,17.7,Catering
109,9,7.6,1,5.22,3.42,A321,medium_haul,False,True,5.38,22.8,19.57,15.18,18.64,24.19,Refueling
76,37,5.64,1,1.63,6.07,A321,long_haul,False,False,1.64,14.46,23.65,15.51,19.99,12.03,Catering
145,1,5.81,0,3.81,7.97,A321,short_haul,True,False,7.43,19.28,25.56,19.68,19.6,17.24,Catering
153,21,2.59,2,2.85,0.43,B737-800,medium_haul,False,True,5.21,17.82,13.38,20.99,19.08,22.5,Refueling
176,15,0.92,1,2.82,9.53,A321,short_haul,False,True,6.59,18.18,25.53,18.73,17.89,21.67,Catering
83,10,6.97,2,5.54,1.86,B737-800,short_haul,False,True,4.7,25.99,14.54,16.43,18.26,21.65,Maintenance
172,71,9.24,0,1.32,8.82,A321,short_haul,False,False,1.47,11.43,28.52,22.97,26.66,16.25,Catering
121,40,7.34,1,1.88,6.04,A320neo,short_haul,False,False,6.45,16.08,23.93,19.48,21.92,17.05,Catering
187,20,7.93,2,2.93,2.85,A320neo,medium_haul,False,True,0.78,18.14,19.23,21.32,22.48,18.34,Boarding
202,1,3.54,0,0.0,1.08,A320neo,long_haul,False,True,5.78,10.82,15.42,18.92,19.85,18.47,Boarding
125,6,3.06,1,5.15,4.4,A321,medium_haul,False,True,6.96,23.57,19.41,17.77,18.16,21.32,Maintenance
111,34,5.63,0,0.64,3.98,E195-E2,short_haul,False,False,2.1,8.36,18.21,16.79,19.31,12.52,Boarding
84,22,1.35,1,5.72,3.77,B737-800,short_haul,False,True,7.32,24.62,17.22,12.96,15.05,24.11,Maintenance
192,59,8.95,0,1.62,5.99,A321,medium_haul,False,True,2.18,10.41,21.93,23.58,24.6,22.81,Boarding
114,6,5.88,1,1.21,7.62,A321,short_haul,False,True,1.24,12.01,23.87,17.81,17.96,19.95,Catering
95,67,4.65,1,5.83,4.38,A320neo,short_haul,True,False,4.23,23.89,20.9,16.69,23.5,15.66,Maintenance
200,70,5.92,3,0.0,5.33,B737-800,medium_haul,False,False,4.95,15.23,23.53,25.38,25.52,17.8,Boarding
103,84,1.57,1,1.69,6.51,A320neo,medium_haul,False,True,7.12,15.93,21.31,19.21,18.24,27.08,Refueling
115,84,4.14,1,2.89,6.23,E195-E2,short_haul,False,True,4.88,19.25,22.73,20.58,19.78,21.83,Catering
149,0,3.34,2,5.94,6.43,E195-E2,medium_haul,False,True,1.39,26.37,24.37,15.83,17.98,15.58,Maintenance
203,76,1.82,1,5.17,5.12,A321,long_haul,False,True,4.66,22.31,24.82,26.21,21.15,22.09,Cleaning
202,56,5.82,2,3.54,7.06,E195-E2,short_haul,False,False,4.84,21.35,25.95,22.54,23.74,14.22,Catering
150,32,8.77,0,2.34,9.55,B737-800,long_haul,False,True,3.78,14.02,30.55,24.0,24.66,20.91,Catering
75,47,4.92,1,2.37,7.75,A321,medium_haul,False,False,0.73,14.81,25.13,17.29,18.84,15.27,Catering
101,55,5.28,1,4.47,1.78,B737-800,medium_haul,False,False,4.67,21.4,14.7,20.83,20.14,17.88,Maintenance
75,68,8.53,2,2.89,9.38,A321,short_haul,True,True,3.31,18.29,26.47,19.77,22.77,24.77,Catering
95,50,7.44,1,1.95,7.8,A320neo,long_haul,False,True,7.34,18.83,24.14,22.28,20.4,25.03,Refueling
103,44,8.71,1,0.49,6.95,A320neo,medium_haul,False,True,5.32,14.77,24.34,20.49,21.41,23.83,Catering
190,34,1.28,0,1.65,2.3,A321,long_haul,True,True,2.96,11.53,19.1,23.47,24.99,19.02,Boarding
97,17,5.83,3,5.69,1.82,E195-E2,medium_haul,False,True,7.04,28.19,16.42,16.04,17.9,24.48,Maintenance
206,82,8.95,2,5.04,1.28,E195-E2,medium_haul,False,True,4.86,22.71,18.43,27.16,26.94,26.27,Cleaning
215,33,9.38,1,3.65,4.81,A320neo,short_haul,False,True,2.6,18.37,25.03,21.59,22.8,24.79,Catering
149,8,5.68,1,5.01,9.27,B737-800,short_haul,False,True,7.1,25.42,25.82,20.89,17.51,25.04,Catering
138,68,8.56,2,1.83,4.82,B737-800,short_haul,False,True,4.77,19.25,19.09,23.52,22.99,24.21,Refueling
80,43,3.27,1,3.72,3.68,B737-800,medium_haul,False,True,6.38,19.13,19.31,18.4,16.34,23.58,Refueling
129,16,3.51,0,2.24,2.2,A320neo,short_haul,False,True,1.58,10.25,14.7,17.91,15.75,18.1,Refueling
150,70,6.8,3,4.19,8.11,A321,short_haul,False,True,2.63,24.05,27.6,22.17,22.47,23.23,Catering
87,42,5.86,5,5.47,9.42,A320neo,medium_haul,False,False,7.49,31.31,27.16,16.24,17.76,22.21,Maintenance
80,7,6.3,1,6.05,5.98,E195-E2,medium_haul,False,True,5.06,27.19,22.11,16.37,16.42,23.76,Maintenance
85,22,3.72,2,3.11,0.65,A320neo,long_haul,True,False,2.11,20.31,15.97,18.48,18.82,10.18,Maintenance
73,67,6.7,0,2.44,7.0,A320neo,medium_haul,False,True,4.56,14.42,22.64,17.84,21.42,26.23,Refueling
217,26,2.9,0,1.69,9.55,B737-800,medium_haul,True,True,4.94,13.9,29.51,21.11,23.51,19.12,Catering
199,9,9.17,2,2.65,5.15,E195-E2,short_haul,True,False,4.04,19.76,23.19,23.06,24.79,15.66,Boarding
166,18,7.79,1,5.78,2.96,B737-800,medium_haul,False,True,3.77,25.86,17.9,21.18,25.26,21.61,Maintenance
181,33,8.15,2,5.78,3.52,B737-800,long_haul,False,True,0.01,23.36,21.55,25.17,22.71,19.23,Cleaning
181,56,8.64,2,5.85,2.99,A320neo,short_haul,False,True,3.26,26.79,18.55,24.35,23.57,25.12,Maintenance
105,47,2.52,2,7.41,0.97,A321,short_haul,False,True,6.86,30.95,13.22,16.36,18.43,24.94,Maintenance
132,33,2.6,3,4.57,2.0,B737-800,short_haul,False,True,0.47,21.93,15.46,19.53,17.92,17.48,Maintenance
164,60,3.37,1,5.99,9.0,B737-800,short_haul,False,True,6.86,26.24,27.35,20.9,18.81,25.39,Catering
156,6,3.13,1,3.16,9.56,A321,short_haul,True,True,2.08,16.41,28.46,19.03,19.93,16.59,Catering
186,62,6.46,0,4.17,4.72,B737-800,short_haul,False,True,3.45,18.59,21.9,24.35,24.09,21.57,Cleaning
199,42,5.64,0,5.1,7.3,E195-E2,medium_haul,False,True,1.79,18.85,27.48,21.8,23.12,16.78,Catering
142,74,1.19,1,4.43,2.1,B737-800,short_haul,False,True,1.01,18.33,13.94,22.23,17.74,19.47,Cleaning
133,49,1.12,2,3.83,2.24,B737-800,medium_haul,False,True,6.83,23.07,15.6,20.34,16.84,21.35,Maintenance
125,63,7.57,1,3.04,7.21,B737-800,long_haul,True,True,1.95,17.32,25.78,21.45,26.86,19.51,Boarding
129,6,6.17,0,1.28,2.83,A320neo,medium_haul,False,True,4.19,11.32,18.99,16.8,18.46,16.83,Catering
72,8,6.8,0,6.28,4.27,A320neo,short_haul,False,False,6.1,23.23,16.59,16.06,17.6,17.55,Maintenance
112,3,0.95,1,4.08,3.74,E195-E2,short_haul,False,True,1.87,17.96,16.84,13.07,12.89,13.33,Maintenance
159,69,2.64,1,4.28,3.04,E195-E2,short_haul,False,True,3.26,21.93,17.15,22.51,21.75,19.98,Cleaning
112,6,0.99,0,1.31,8.96,A320neo,short_haul,True,True,1.58,9.01,22.69,16.3,16.39,16.66,Catering
217,25,3.43,0,3.41,4.2,B737-800,short_haul,False,True,5.11,18.48,20.38,22.13,20.81,22.37,Refueling
138,9,3.72,1,4.38,4.17,E195-E2,short_haul,True,True,0.15,19.45,19.37,15.98,19.24,14.27,Maintenance
112,70,0.76,0,1.83,4.61,A321,medium_haul,False,True,1.76,12.03,19.59,21.01,18.67,17.09,Cleaning
70,51,7.1,2,3.44,9.26,B737-800,short_haul,False,True,6.71,24.51,23.77,18.29,19.59,27.43,Refueling
193,22,8.44,0,1.46,3.47,A320neo,long_haul,False,True,5.14,12.43,21.17,22.94,24.26,23.25,Boarding
162,69,3.29,2,4.3,3.04,A320neo,long_haul,False,True,1.54,20.76,20.99,25.8,20.67,16.04,Cleaning
153,80,2.37,2,5.31,8.66,E195-E2,medium_haul,False,True,4.2,23.63,27.81,23.2,22.74,20.62,Catering
196,20,4.55,0,5.89,0.06,A320neo,short_haul,False,True,5.24,25.69,13.84,20.4,20.77,22.14,Maintenance
74,35,7.98,2,4.53,7.76,A321,long_haul,False,True,7.19,24.91,24.44,19.71,20.98,29.29,Refueling
114,82,5.45,1,3.48,4.26,E195-E2,short_haul,False,True,1.05,20.27,16.55,21.17,21.2,18.11,Boarding
159,1,3.21,3,3.48,0.2,A320neo,medium_haul,False,True,4.34,21.72,13.93,18.88,20.31,18.63,Maintenance
137,41,6.25,0,7.18,8.18,B737-800,medium_haul,False,False,0.7,25.59,25.61,19.55,20.32,14.33,Catering
152,72,6.79,0,1.19,8.28,E195-E2,short_haul,False,True,4.89,11.81,25.19,20.89,20.84,22.81,Catering
168,1,4.29,1,5.08,9.41,A320neo,medium_haul,False,True,6.7,22.7,29.44,17.04,20.09,21.23,Catering
156,83,8.16,1,5.72,6.63,B737-800,medium_haul,False,True,3.79,25.68,25.49,24.08,24.61,24.63,Maintenance
134,72,8.66,1,5.07,6.24,E195-E2,long_haul,False,True,1.28,21.54,23.88,24.39,26.28,23.63,Boarding
163,49,4.29,2,4.44,7.99,A320neo,medium_haul,True,True,4.82,24.47,24.73,20.62,21.48,20.23,Catering
152,0,5.18,2,5.99,7.63,A321,medium_haul,False,True,4.41,27.26,24.46,17.99,19.65,23.59,Maintenance
125,60,3.41,1,6.14,9.28,A321,medium_haul,True,False,1.54,24.7,28.29,21.05,20.64,14.76,Catering
199,56,3.54,0,4.26,7.26,E195-E2,short_haul,False,False,7.64,21.61,25.73,23.88,20.82,20.54,Catering
164,31,7.72,3,7.64,8.12,A320neo,short_haul,False,True,2.91,32.7,28.03,21.61,24.79,21.32,Maintenance
171,33,5.96,1,4.03,1.41,A321,short_haul,False,True,1.18,19.27,16.82,20.72,20.18,19.21,Cleaning
173,55,1.31,1,3.72,7.95,B737-800,short_haul,True,True,3.76,16.77,26.5,19.43,22.04,19.49,Catering
145,60,4.93,2,2.32,3.93,A321,short_haul,False,True,3.23,15.82,19.29,20.89,19.45,23.97,Refueling
169,47,6.98,1,7.16,0.2,E195-E2,short_haul,False,True,5.08,30.01,15.09,23.72,23.66,26.85,Maintenance
193,64,6.06,1,0.01,9.1,A320neo,long_haul,True,True,5.72,10.55,26.48,24.48,27.4,23.68,Boarding
208,12,9.07,1,2.29,0.69,E195-E2,medium_haul,True,True,7.94,16.23,15.86,24.51,24.71,25.71,Refueling
71,61,6.87,0,0.96,9.32,B737-800,medium_haul,False,True,1.02,11.21,28.5,19.07,20.3,23.86,Catering
193,28,2.75,1,4.04,7.59,A320neo,short_haul,False,True,1.32,18.76,24.72,19.92,20.88,18.35,Catering
160,28,5.08,0,0.0,0.22,A320neo,short_haul,True,True,0.48,7.05,12.91,19.2,22.4,16.15,Boarding
153,72,2.81,2,1.48,0.27,B737-800,medium_haul,False,True,6.62,18.55,14.47,18.91,19.3,25.14,Refueling
162,16,6.15,1,0.9,5.42,A320neo,short_haul,False,False,1.74,12.22,22.33,20.46,19.47,15.3,Catering
134,70,6.99,1,5.46,8.84,A321,short_haul,False,False,2.11,22.75,26.51,19.77,21.68,17.77,Catering
95,51,8.21,3,4.44,7.87,A321,medium_haul,False,False,7.47,28.9,25.48,18.29,22.08,22.67,Maintenance
208,71,8.93,0,1.61,4.21,B737-800,short_haul,False,True,2.67,12.97,21.56,24.6,27.21,22.45,Boarding
122,70,7.56,3,1.38,7.92,A320neo,short_haul,True,True,1.26,16.06,25.92,22.39,23.33,20.62,Catering
132,58,0.72,0,3.11,4.5,A321,medium_haul,False,True,4.91,16.26,17.71,17.89,18.16,24.66,Refueling
185,70,7.56,2,6.65,3.67,E195-E2,short_haul,False,True,4.83,32.43,22.94,23.57,24.9,24.17,Maintenance
129,28,2.18,1,3.93,2.16,E195-E2,short_haul,False,True,4.03,19.9,16.08,18.68,16.22,19.26,Maintenance
98,8,8.68,1,4.25,8.05,E195-E2,short_haul,False,True,0.31,18.41,24.81,16.7,17.36,18.48,Catering
208,72,5.86,1,2.14,7.96,E195-E2,medium_haul,False,False,5.05,16.78,27.13,24.81,23.65,18.17,Catering
147,14,8.39,0,9.1,6.79,B737-800,short_haul,True,False,0.02,31.51,21.99,16.76,23.27,13.41,Maintenance
162,30,7.87,2,5.3,6.53,B737-800,short_haul,False,True,6.56,25.59,25.0,21.39,21.25,23.83,Maintenance
81,3,5.25,3,4.2,2.79,E195-E2,medium_haul,False,True,7.77,25.89,18.49,16.2,15.7,22.25,Maintenance
176,9,5.55,2,0.98,3.06,A320neo,short_haul,False,True,0.04,11.94,18.29,20.25,19.22,16.19,Cleaning
191,78,5.33,1,3.21,4.07,B737-800,medium_haul,False,True,0.74,15.99,20.75,24.11,24.86,20.89,Boarding
192,10,6.73,2,4.62,3.58,A321,short_haul,False,True,3.76,23.59,21.66,18.13,21.2,20.76,Maintenance
85,77,1.07,1,3.18,0.53,A320neo,medium_haul,False,True,6.2,17.94,11.5,20.36,17.16,22.54,Refueling
128,50,3.52,1,3.72,2.44,A320neo,medium_haul,False,False,5.86,18.0,17.98,17.73,18.58,15.71,Boarding
139,51,7.4,1,5.63,7.42,A321,medium_haul,False,True,1.54,24.09,23.81,23.0,23.78,23.5,Maintenance
123,34,3.13,1,2.39,5.27,E195-E2,medium_haul,False,True,3.32,17.14,19.72,20.15,16.87,20.27,Refueling
92,78,3.69,0,3.89,6.58,A320neo,short_haul,False,True,3.13,16.5,21.43,18.61,20.42,23.11,Refueling
105,78,3.76,1,5.28,8.72,A320neo,medium_haul,False,True,8.0,24.27,28.89,21.53,20.29,27.27,Catering
194,52,8.72,2,3.46,5.51,A321,short_haul,False,True,6.94,24.1,23.97,24.38,26.1,27.02,Refueling
191,79,5.14,1,5.74,8.53,E195-E2,long_haul,False,True,7.03,25.84,27.4,25.58,25.26,26.34,Catering
