aircraft_type,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,passenger_load,cycles_since_install,wear_index,malfunction_count,malfunction_severity,environmental_stress,weibull_hazard_proxy,failure_next_n_flights,remaining_flights_estimate,urgency_class
A320neo,seat_power_unit,27603,1.29,28.0,64.1,211,2452,52.91,1,3.82,4.6,0.4764,0,24,PLAN
A321,galley_chiller,19162,1.24,22.47,26.7,124,3164,46.02,4,6.93,1.91,0.8898,1,0,CRITICAL
A320neo,lavatory_sensor,5300,3.69,18.5,26.09,73,2034,32.12,2,5.21,0.0,0.2675,0,32,PLAN
A320neo,cabin_light_driver,15242,4.6,25.7,44.88,158,3626,78.13,2,4.04,2.28,0.7326,0,7,SOON
A321,galley_chiller,16315,2.09,28.74,52.21,124,1455,61.46,2,5.92,2.93,0.2923,1,15,PLAN
B737-800,ife_display,10327,5.19,28.16,34.44,165,1354,33.84,1,4.99,4.9,0.1555,0,30,OK
A321,cabin_light_driver,19835,4.54,25.86,26.21,93,3005,57.31,0,6.18,2.0,0.5197,1,9,SOON
B737-800,seat_power_unit,27083,1.26,16.0,27.85,190,2269,22.99,2,4.43,0.28,0.2291,1,27,PLAN
A320neo,galley_chiller,27721,2.77,20.46,26.67,130,390,36.06,1,2.94,0.61,0.0052,1,48,OK
A320neo,seat_power_unit,17609,1.21,20.66,41.39,131,2687,71.9,2,3.08,0.89,0.5151,0,19,SOON
B737-800,galley_chiller,27996,5.11,23.18,37.23,186,1188,54.33,1,8.61,3.14,0.1516,0,17,PLAN
E195-E2,lavatory_sensor,28831,4.32,29.75,42.68,149,3460,52.88,7,3.67,1.78,0.7699,0,0,CRITICAL
A320neo,galley_chiller,5282,4.06,18.68,42.01,70,3439,65.77,4,3.86,1.96,0.9688,1,0,CRITICAL
B737-800,cabin_light_driver,20706,4.04,31.97,47.07,153,1757,59.0,0,3.25,4.89,0.2685,0,33,PLAN
A320neo,cabin_light_driver,24606,2.21,21.47,33.49,163,3507,43.21,1,2.64,0.17,0.5324,1,21,SOON
A320neo,cabin_light_driver,3245,5.19,19.93,29.88,115,3905,64.86,1,5.22,0.63,0.7065,0,4,CRITICAL
B737-800,lavatory_sensor,19816,5.14,26.38,39.72,96,3006,17.6,1,5.07,0.94,0.4526,0,22,SOON
A320neo,lavatory_sensor,28560,4.3,26.7,37.4,77,2512,35.99,2,3.34,3.77,0.4645,1,19,PLAN
A321,ife_display,10363,3.06,25.6,40.78,192,3829,46.25,1,6.46,2.2,0.8779,1,0,CRITICAL
A321,cabin_light_driver,26980,1.12,19.92,30.17,70,3590,57.86,2,2.31,1.7,0.6355,0,22,SOON
A320neo,seat_power_unit,29135,1.03,25.01,45.06,154,1991,42.15,2,2.97,1.81,0.2426,0,33,PLAN
A320neo,lavatory_sensor,20714,1.54,18.87,25.04,191,396,15.89,1,6.58,1.75,0.0082,0,32,PLAN
A320neo,seat_power_unit,20551,3.64,19.81,33.16,121,2487,13.36,1,1.4,1.11,0.243,0,33,PLAN
E195-E2,galley_chiller,17880,4.57,22.62,50.42,99,1931,46.77,3,6.07,3.19,0.4539,0,10,SOON
B737-800,galley_chiller,14334,5.26,19.72,25.56,173,1537,39.4,4,8.82,1.08,0.2283,1,11,SOON
A321,lavatory_sensor,15572,1.71,27.21,49.55,161,783,31.62,1,0.0,3.33,0.0501,0,51,OK
A320neo,lavatory_sensor,17531,2.17,20.69,22.5,72,2955,28.61,0,2.59,1.27,0.4952,0,33,PLAN
B737-800,seat_power_unit,16397,1.15,22.12,20.56,153,3744,50.41,0,4.91,4.0,0.7557,1,6,CRITICAL
A320neo,lavatory_sensor,26094,5.45,19.48,21.57,70,2474,71.44,1,3.26,0.0,0.5241,0,22,SOON
A321,galley_chiller,24492,4.49,27.15,39.28,127,1009,50.41,3,5.56,2.54,0.0971,1,32,PLAN
B737-800,seat_power_unit,12602,3.11,20.34,46.03,114,64,71.68,1,4.09,0.77,0.001,0,40,OK
A321,ife_display,17270,3.55,27.57,52.22,190,2940,41.27,1,4.31,4.04,0.698,1,8,SOON
A320neo,ife_display,8869,3.49,27.27,51.34,211,696,55.98,1,2.3,3.71,0.0431,0,44,OK
A320neo,galley_chiller,7763,2.07,21.22,47.49,171,313,72.34,1,5.73,3.78,0.0049,0,38,OK
A320neo,galley_chiller,13201,1.75,23.12,28.85,176,856,45.16,2,5.36,0.56,0.0516,0,36,OK
A321,cabin_light_driver,4440,2.27,21.11,28.75,73,871,48.47,0,1.14,1.64,0.0519,0,50,OK
E195-E2,galley_chiller,26899,2.04,25.18,46.67,79,1431,41.26,0,2.96,0.54,0.1966,1,31,PLAN
A320neo,cabin_light_driver,6358,3.46,22.22,53.63,182,1352,58.67,2,1.76,2.58,0.1449,0,42,OK
B737-800,cabin_light_driver,12008,2.32,21.33,26.66,132,857,64.24,0,3.58,0.0,0.0555,0,46,OK
B737-800,galley_chiller,9890,4.25,23.18,52.23,143,3218,54.32,2,5.78,2.88,0.9362,1,0,CRITICAL
A320neo,ife_display,8632,3.51,16.67,16.88,170,3397,43.87,3,5.23,1.03,0.7585,0,0,CRITICAL
A320neo,lavatory_sensor,13170,3.35,22.7,42.29,120,1074,21.0,2,5.29,1.15,0.0691,1,29,PLAN
A320neo,ife_display,23083,5.28,25.6,36.86,168,1548,47.13,1,3.99,2.4,0.2163,1,27,PLAN
B737-800,ife_display,27966,2.38,23.55,35.75,175,3360,44.54,2,5.67,0.93,0.7509,1,0,CRITICAL
A321,galley_chiller,8122,3.82,26.81,38.34,104,3909,52.25,3,5.22,2.51,0.9899,1,0,CRITICAL
B737-800,seat_power_unit,9542,0.9,21.49,28.61,169,3245,50.1,1,5.01,1.14,0.5936,0,12,SOON
E195-E2,seat_power_unit,16044,4.29,21.16,42.91,94,2294,76.3,2,1.99,0.82,0.4069,0,39,PLAN
B737-800,galley_chiller,11812,3.21,18.53,38.67,115,4068,35.46,3,2.93,0.55,0.9743,0,0,CRITICAL
E195-E2,lavatory_sensor,25359,1.86,21.38,48.29,183,2997,19.65,1,3.91,2.87,0.4823,0,22,PLAN
B737-800,galley_chiller,9089,0.91,30.86,55.49,212,2795,27.43,3,6.68,4.5,0.7854,1,0,CRITICAL
E195-E2,seat_power_unit,14147,4.15,24.1,39.4,79,180,36.59,1,3.25,2.68,0.001,0,54,OK
B737-800,galley_chiller,18189,3.95,20.66,28.99,164,2635,67.48,1,5.5,0.0,0.7849,1,3,CRITICAL
B737-800,ife_display,13558,3.96,18.98,25.48,152,1223,24.65,1,4.31,1.41,0.09,0,37,OK
B737-800,galley_chiller,20201,2.91,16.61,56.68,157,2490,27.05,5,2.86,2.65,0.6125,1,15,SOON
E195-E2,galley_chiller,25345,3.84,19.68,55.27,184,2375,55.45,2,9.08,2.47,0.6958,1,0,CRITICAL
A321,seat_power_unit,17805,3.53,26.04,47.76,80,502,63.29,1,1.48,2.94,0.0159,0,47,OK
B737-800,galley_chiller,15682,2.0,21.29,38.66,177,1923,20.11,4,4.3,0.14,0.2924,1,20,PLAN
A321,galley_chiller,29642,3.29,19.17,46.97,110,2133,16.1,1,6.42,3.01,0.3868,1,17,SOON
E195-E2,cabin_light_driver,30486,3.27,19.61,52.35,92,252,33.84,2,4.34,1.97,0.0039,1,40,OK
A321,cabin_light_driver,30869,4.69,25.6,31.2,134,3499,59.83,4,4.02,0.79,0.62,1,10,SOON
B737-800,galley_chiller,3263,2.89,22.67,38.33,73,3847,50.58,4,5.15,3.37,0.986,1,0,CRITICAL
B737-800,seat_power_unit,26414,2.91,20.49,25.83,161,144,34.5,1,2.17,0.27,0.0006,0,49,OK
E195-E2,seat_power_unit,28144,5.43,21.77,36.58,151,545,61.31,1,2.31,0.53,0.0162,0,47,OK
A320neo,galley_chiller,25509,5.01,31.82,54.99,144,571,50.24,1,5.77,6.16,0.0258,1,32,PLAN
B737-800,ife_display,23937,2.01,27.88,49.86,74,1842,46.06,2,3.4,3.86,0.3356,1,21,PLAN
B737-800,ife_display,13122,5.09,28.87,39.49,180,2486,18.94,4,3.48,4.21,0.4303,0,22,PLAN
E195-E2,galley_chiller,23273,1.53,16.0,12.0,75,1035,34.13,3,4.08,0.0,0.0731,1,34,PLAN
E195-E2,galley_chiller,19149,4.83,22.4,30.79,108,3481,83.22,1,4.07,1.78,0.9846,1,2,CRITICAL
B737-800,galley_chiller,26247,1.74,20.42,39.13,127,1314,41.95,2,3.55,3.32,0.1725,0,32,PLAN
B737-800,ife_display,12711,2.86,25.18,35.62,171,1301,30.78,2,3.75,0.99,0.1138,1,34,OK
A320neo,lavatory_sensor,23741,5.43,27.24,38.36,129,2435,41.12,1,4.38,2.21,0.4489,1,15,PLAN
E195-E2,seat_power_unit,24918,1.35,24.31,40.67,188,3580,50.14,1,2.88,0.25,0.6644,1,14,SOON
A320neo,ife_display,26314,4.76,19.51,32.13,205,1065,63.9,2,2.75,1.35,0.1055,0,39,OK
B737-800,lavatory_sensor,7645,3.18,20.36,37.92,180,1423,59.18,1,2.5,1.51,0.1973,1,40,OK
B737-800,lavatory_sensor,27157,1.41,25.48,36.36,75,1428,35.82,2,6.81,2.98,0.1658,1,20,PLAN
A321,ife_display,8910,5.28,25.88,30.26,181,1940,70.89,2,8.21,1.55,0.4077,1,0,CRITICAL
A320neo,ife_display,29225,3.43,23.56,58.31,99,1792,62.66,2,4.38,2.68,0.3523,1,21,PLAN
A320neo,lavatory_sensor,3891,4.95,23.52,32.76,198,3910,39.99,2,5.6,1.23,0.7646,1,0,CRITICAL
E195-E2,galley_chiller,9105,4.9,23.2,13.2,211,651,45.69,4,4.31,0.0,0.0239,0,32,PLAN
A321,ife_display,19972,0.97,24.08,57.62,82,1747,58.81,2,3.24,3.07,0.3279,0,30,PLAN
A320neo,galley_chiller,18122,2.12,25.86,28.69,84,1085,67.34,3,6.26,1.67,0.1323,0,30,PLAN
B737-800,ife_display,22216,2.45,25.52,47.9,171,2481,20.66,1,0.0,3.11,0.4147,0,25,OK
A320neo,seat_power_unit,14180,3.36,23.09,30.51,90,3215,49.27,1,5.14,0.7,0.5752,0,13,PLAN
E195-E2,galley_chiller,2894,1.23,22.8,44.26,210,3839,47.44,5,5.53,2.31,0.9802,1,0,CRITICAL
A320neo,seat_power_unit,20218,2.69,22.65,37.47,148,1828,37.73,3,2.91,1.92,0.1916,1,28,PLAN
A320neo,galley_chiller,17204,4.65,19.88,49.0,153,1128,37.64,3,6.15,1.84,0.1062,1,27,PLAN
A320neo,ife_display,17144,1.7,19.83,35.65,194,3953,66.98,1,6.35,1.17,0.9297,1,0,CRITICAL
A321,ife_display,13427,4.13,25.18,30.79,101,431,57.62,0,2.64,1.2,0.012,0,47,OK
A321,cabin_light_driver,27912,3.02,20.15,40.83,150,590,85.92,2,4.83,0.48,0.0331,0,39,PLAN
B737-800,seat_power_unit,25145,1.23,26.26,33.79,214,3930,37.74,3,5.67,1.52,0.717,1,8,CRITICAL
A321,cabin_light_driver,7910,1.72,22.79,16.78,73,3641,50.47,1,4.18,0.67,0.5993,0,12,SOON
A320neo,galley_chiller,3896,1.55,26.28,31.38,95,2321,53.57,3,3.66,2.56,0.6596,1,13,SOON
A320neo,lavatory_sensor,7914,3.75,25.55,69.56,91,1387,64.13,0,3.6,4.38,0.2454,1,40,PLAN
A320neo,lavatory_sensor,4169,1.3,26.37,17.96,118,3961,72.45,4,5.73,0.03,0.8779,1,1,CRITICAL
E195-E2,cabin_light_driver,22801,4.69,21.09,40.65,88,3931,49.69,2,0.0,2.46,0.6798,1,20,PLAN
A320neo,seat_power_unit,20289,4.61,24.64,35.33,94,3561,28.29,1,5.29,3.12,0.5977,1,10,SOON
E195-E2,cabin_light_driver,15856,1.27,25.95,58.2,193,3178,35.2,0,0.49,4.0,0.5134,1,24,PLAN
A320neo,seat_power_unit,19484,4.99,16.79,25.78,137,2462,50.57,0,3.43,0.58,0.3739,0,25,PLAN
A320neo,cabin_light_driver,25595,5.31,29.81,39.11,121,1561,68.21,3,7.58,2.85,0.2155,1,18,PLAN
A320neo,lavatory_sensor,26236,1.1,32.06,45.55,130,1964,21.96,1,3.31,4.88,0.2856,0,32,PLAN
A320neo,ife_display,15053,5.27,26.79,36.03,210,2251,26.94,2,2.42,1.86,0.3631,1,21,PLAN
B737-800,galley_chiller,19501,2.19,26.22,29.56,141,2000,61.63,2,5.91,1.48,0.5235,1,14,SOON
A321,seat_power_unit,19069,3.96,25.36,37.76,137,3539,24.71,2,6.82,3.05,0.5744,1,7,SOON
A320neo,cabin_light_driver,29572,1.7,21.71,34.6,204,730,27.75,3,2.85,1.97,0.0282,1,37,OK
B737-800,lavatory_sensor,24274,4.66,22.56,34.56,75,394,68.46,3,0.6,0.86,0.0157,0,50,OK
B737-800,cabin_light_driver,11665,4.77,26.86,48.24,139,1892,44.02,0,5.33,3.22,0.2363,0,26,PLAN
E195-E2,lavatory_sensor,27811,5.4,19.11,42.43,178,896,42.64,4,6.94,1.69,0.0669,0,27,PLAN
E195-E2,cabin_light_driver,14021,5.47,18.76,44.07,144,3379,72.63,4,6.09,1.41,0.6404,1,1,CRITICAL
B737-800,cabin_light_driver,24168,1.25,21.41,41.63,195,3487,28.87,1,0.51,0.43,0.463,0,25,PLAN
B737-800,ife_display,30370,3.93,25.63,48.56,198,4054,25.25,5,7.03,3.45,0.8529,1,0,CRITICAL
B737-800,lavatory_sensor,25611,2.16,19.54,52.35,118,1619,77.33,2,6.16,3.42,0.3197,0,13,SOON
A321,galley_chiller,5832,1.48,22.1,34.85,188,3939,52.2,0,7.68,0.64,0.9843,1,0,CRITICAL
B737-800,lavatory_sensor,8600,1.58,22.57,47.01,105,469,60.23,3,4.34,1.41,0.0215,0,38,OK
A320neo,lavatory_sensor,25244,5.21,18.95,23.74,104,3947,42.4,1,4.04,1.27,0.7824,1,0,CRITICAL
B737-800,ife_display,6278,4.04,16.0,13.22,211,1054,46.08,3,0.98,0.0,0.0807,0,40,OK
E195-E2,lavatory_sensor,3126,1.13,18.89,58.09,71,136,35.33,2,6.04,1.49,0.0014,0,39,OK
A320neo,galley_chiller,10078,5.43,24.04,34.33,121,3394,53.73,1,6.05,0.77,0.9393,1,0,CRITICAL
B737-800,lavatory_sensor,16519,4.62,24.94,40.78,161,2143,62.96,2,5.03,3.16,0.4435,0,26,PLAN
E195-E2,ife_display,6421,2.32,24.98,24.52,129,1728,51.53,3,6.99,0.39,0.2624,1,17,PLAN
A320neo,galley_chiller,7125,3.07,25.44,24.02,192,868,67.1,1,2.94,0.42,0.0689,0,40,OK
A321,cabin_light_driver,12356,4.24,20.49,30.16,106,1739,59.92,3,4.46,0.45,0.205,1,29,PLAN
E195-E2,seat_power_unit,19687,4.01,19.64,45.07,150,2545,29.13,3,4.53,0.84,0.3188,1,22,PLAN
E195-E2,lavatory_sensor,18152,3.03,24.5,32.32,88,640,45.39,1,5.73,0.02,0.0326,0,39,OK
A320neo,galley_chiller,25308,3.26,22.15,34.31,100,3881,39.93,7,9.67,0.92,0.9688,1,0,CRITICAL
A320neo,galley_chiller,30457,1.1,26.63,29.81,95,2983,61.56,2,5.47,0.56,0.8891,1,0,CRITICAL
B737-800,seat_power_unit,3731,3.2,24.53,50.82,177,3601,56.31,1,4.23,2.09,0.7351,1,2,CRITICAL
A320neo,seat_power_unit,22209,2.47,28.14,47.55,99,240,50.29,1,4.74,3.81,0.0027,0,39,OK
A320neo,seat_power_unit,7418,2.21,21.14,32.67,167,3560,66.24,1,3.14,1.38,0.7376,1,9,SOON
A320neo,cabin_light_driver,12965,2.14,27.27,45.53,120,3557,14.42,2,6.75,2.99,0.4451,1,15,PLAN
A320neo,cabin_light_driver,12461,3.89,31.14,35.3,151,1537,37.14,1,2.94,2.79,0.1544,0,42,OK
B737-800,ife_display,22560,2.87,23.21,34.29,196,2361,38.67,1,4.52,0.78,0.4223,1,21,SOON
B737-800,seat_power_unit,10013,2.86,25.0,37.45,195,2084,52.53,2,3.23,2.04,0.2974,0,31,OK
B737-800,cabin_light_driver,28027,1.63,19.28,45.08,71,3397,57.95,4,7.1,2.43,0.6064,1,9,CRITICAL
B737-800,lavatory_sensor,13606,5.32,26.58,28.19,183,1199,47.98,0,3.02,1.45,0.1313,0,39,OK
A321,ife_display,25785,1.93,27.52,43.53,208,3775,24.33,2,8.02,2.44,0.7871,1,0,CRITICAL
A320neo,cabin_light_driver,29642,2.77,21.02,65.48,166,2297,55.32,0,2.97,3.31,0.3779,0,31,PLAN
A320neo,ife_display,17200,1.77,25.34,40.01,97,60,50.31,5,7.64,1.71,0.0006,1,31,PLAN
A320neo,galley_chiller,5654,4.13,24.12,38.39,166,1285,21.56,2,3.77,0.55,0.1106,0,38,OK
A320neo,lavatory_sensor,22579,2.91,24.56,37.07,162,636,42.68,1,3.2,1.82,0.0336,0,45,OK
A320neo,ife_display,14736,2.8,26.25,43.26,166,3327,54.73,1,3.67,2.6,0.8173,0,5,CRITICAL
A320neo,lavatory_sensor,12341,4.93,25.08,20.29,132,1712,77.76,3,5.48,0.0,0.3093,0,25,PLAN
A320neo,lavatory_sensor,15689,4.39,22.44,56.71,146,1936,28.4,4,4.06,2.08,0.2656,0,22,PLAN
B737-800,cabin_light_driver,11254,3.29,26.33,48.79,164,1474,62.22,2,3.27,2.81,0.1788,0,39,OK
B737-800,galley_chiller,10705,3.06,27.45,30.91,137,2889,28.62,1,4.51,0.83,0.7438,0,6,SOON
E195-E2,seat_power_unit,30708,5.32,20.78,38.35,182,4073,25.13,3,5.57,0.77,0.6531,1,0,CRITICAL
B737-800,ife_display,10653,5.3,22.99,31.87,172,3585,26.19,1,3.68,1.56,0.7236,1,0,CRITICAL
B737-800,lavatory_sensor,15733,4.14,16.0,41.29,113,4057,58.89,1,3.43,1.18,0.8577,1,6,SOON
A320neo,cabin_light_driver,22956,4.4,25.33,38.67,158,1270,50.34,1,1.36,1.22,0.1099,1,49,OK
B737-800,galley_chiller,9030,5.04,27.89,40.51,179,2743,42.34,2,5.8,3.98,0.8029,0,6,CRITICAL
A320neo,lavatory_sensor,20223,5.34,21.97,26.69,141,2573,56.24,3,6.37,0.96,0.5141,1,4,CRITICAL
A321,cabin_light_driver,28053,1.28,23.53,32.7,173,1281,48.73,1,5.48,1.67,0.1093,0,32,PLAN
A321,cabin_light_driver,25721,5.49,22.12,50.61,88,3477,49.99,3,5.12,1.53,0.5885,0,13,SOON
A321,cabin_light_driver,3605,4.13,21.46,32.13,126,3775,42.54,3,3.76,0.75,0.5917,1,19,SOON
A320neo,cabin_light_driver,14223,3.63,23.93,12.0,171,3900,29.5,4,4.82,0.0,0.5372,0,10,SOON
B737-800,lavatory_sensor,2807,2.8,19.86,36.34,199,4051,78.44,3,5.13,1.49,0.9073,1,0,CRITICAL
B737-800,galley_chiller,19909,2.45,22.06,64.53,163,718,73.21,2,4.87,5.23,0.0559,0,36,PLAN
B737-800,ife_display,11969,4.6,19.38,47.34,166,654,76.62,1,2.23,2.1,0.0399,0,37,OK
B737-800,lavatory_sensor,27999,3.91,25.36,31.57,119,2812,38.29,0,0.17,2.45,0.5328,1,26,PLAN
A321,galley_chiller,7750,1.82,23.96,37.44,171,2991,35.73,2,3.9,3.42,0.8261,1,3,CRITICAL
A320neo,lavatory_sensor,26807,3.71,21.28,45.48,121,1818,40.54,1,3.25,3.44,0.274,0,30,PLAN
B737-800,ife_display,12452,1.55,23.15,18.68,77,719,67.33,6,7.06,0.25,0.0419,1,22,PLAN
A321,lavatory_sensor,28744,3.19,22.12,28.58,105,1213,48.0,4,4.66,1.81,0.1309,0,28,PLAN
A320neo,ife_display,8428,3.58,27.58,42.38,158,578,38.22,1,3.3,3.13,0.0214,0,42,OK
A320neo,lavatory_sensor,10385,3.82,21.24,55.54,209,697,54.55,3,5.05,2.53,0.0502,0,35,OK
E195-E2,seat_power_unit,12699,1.57,25.54,33.17,141,819,34.74,1,6.57,2.41,0.0331,0,34,OK
B737-800,lavatory_sensor,30588,1.34,20.18,55.24,194,2424,23.6,3,4.55,3.34,0.3792,0,15,PLAN
A321,cabin_light_driver,23497,2.09,26.26,29.7,182,2133,50.33,2,1.51,2.14,0.2924,0,33,PLAN
B737-800,cabin_light_driver,25822,3.69,27.15,12.0,151,1409,38.71,1,2.52,0.68,0.1173,0,37,OK
A321,cabin_light_driver,18392,5.19,27.34,46.18,186,2253,47.75,1,7.0,2.75,0.3243,1,11,SOON
A321,galley_chiller,25213,4.48,28.88,43.94,128,2758,5.0,2,7.48,2.52,0.5621,1,0,CRITICAL
A320neo,seat_power_unit,20477,4.33,24.17,46.1,134,453,31.94,2,5.99,2.15,0.008,1,33,PLAN
A321,lavatory_sensor,21625,2.42,27.95,45.67,176,1195,47.19,1,5.01,3.59,0.1428,0,34,PLAN
B737-800,seat_power_unit,26409,1.41,29.5,40.11,162,872,20.7,2,5.58,4.32,0.0348,0,27,PLAN
A320neo,galley_chiller,30528,5.0,18.51,35.15,146,62,21.32,0,3.37,0.0,0.0001,0,44,OK
B737-800,lavatory_sensor,19038,3.2,20.59,35.57,132,528,48.7,1,5.31,1.33,0.0239,1,43,OK
A320neo,ife_display,15252,1.36,17.02,32.94,211,3159,60.63,4,7.03,0.88,0.7622,1,0,CRITICAL
B737-800,lavatory_sensor,21218,3.36,27.24,33.6,79,3597,31.95,0,4.72,2.26,0.6965,1,9,SOON
B737-800,lavatory_sensor,23711,4.01,16.97,18.08,77,711,43.28,5,4.87,1.19,0.0412,1,27,PLAN
B737-800,seat_power_unit,30614,2.37,16.0,24.64,139,3159,43.7,2,3.72,1.66,0.551,1,11,SOON
B737-800,lavatory_sensor,22506,0.94,18.61,36.2,74,1080,19.88,0,2.04,2.19,0.0715,0,45,OK
E195-E2,ife_display,29718,3.76,16.05,13.35,119,625,69.31,2,6.09,0.0,0.0304,0,35,PLAN
A321,ife_display,23444,1.08,24.09,15.91,152,1010,44.71,3,5.4,0.0,0.0721,1,30,PLAN
B737-800,ife_display,29637,2.89,18.66,34.32,128,3774,44.9,2,5.01,2.24,0.8576,1,0,CRITICAL
B737-800,ife_display,23991,4.69,16.24,36.59,99,1442,54.71,1,4.79,2.85,0.1996,1,35,PLAN
A320neo,ife_display,27755,5.49,22.83,34.55,111,3052,19.92,1,1.21,2.61,0.5594,1,21,PLAN
A320neo,galley_chiller,8179,2.6,23.07,12.0,157,2020,64.56,1,5.94,0.11,0.5098,1,14,SOON
A321,galley_chiller,30789,0.99,16.0,55.08,207,1820,66.91,2,3.93,2.57,0.4716,1,14,SOON
A320neo,seat_power_unit,12643,3.17,20.15,22.2,183,3342,50.53,2,3.49,0.97,0.6176,0,13,SOON
A321,galley_chiller,25291,2.17,22.7,29.0,149,4065,56.32,3,3.95,1.48,0.9927,1,0,CRITICAL
A321,galley_chiller,13861,5.01,21.57,24.12,90,2686,42.13,0,3.94,0.11,0.7074,1,9,SOON
B737-800,ife_display,15716,4.17,21.68,52.29,105,3492,63.54,3,4.73,2.18,0.8734,1,1,CRITICAL
A320neo,cabin_light_driver,23893,2.76,27.72,42.64,133,649,33.19,1,1.25,5.83,0.0295,0,50,OK
B737-800,seat_power_unit,18045,4.41,31.59,32.79,105,3699,47.42,2,1.08,3.5,0.7656,1,7,SOON
A321,galley_chiller,22998,2.47,21.75,32.02,169,802,48.49,5,6.19,1.77,0.0473,1,25,PLAN
B737-800,seat_power_unit,5028,3.3,17.71,39.98,123,829,47.3,4,6.87,1.07,0.0369,1,26,PLAN
A320neo,cabin_light_driver,26300,5.14,22.06,24.29,190,3482,67.24,4,6.69,0.37,0.6272,1,2,CRITICAL
A321,lavatory_sensor,14318,1.82,23.78,42.19,109,2010,87.39,3,6.65,0.85,0.436,0,12,SOON
A320neo,galley_chiller,25036,2.34,22.79,31.96,141,1069,46.02,1,3.99,0.17,0.0934,1,29,PLAN
B737-800,ife_display,10851,4.97,25.44,43.72,173,170,56.47,2,3.66,2.87,0.0014,0,41,OK
A320neo,lavatory_sensor,19608,3.02,31.85,43.34,99,943,33.56,0,3.0,5.11,0.0831,0,40,OK
E195-E2,cabin_light_driver,19389,2.36,16.15,31.47,180,3390,66.57,1,5.2,2.62,0.64,0,11,SOON
A320neo,ife_display,6746,1.07,20.97,15.42,154,74,38.69,3,7.75,0.0,0.0005,1,29,PLAN
B737-800,galley_chiller,16172,2.83,29.16,35.28,163,3777,97.0,4,5.17,3.27,0.9988,1,0,CRITICAL
A320neo,lavatory_sensor,20719,3.2,20.91,22.06,135,3187,17.93,0,2.72,0.3,0.4728,0,20,PLAN
B737-800,lavatory_sensor,26379,2.77,26.16,38.86,205,886,86.65,1,3.81,1.38,0.1024,0,37,OK
A321,lavatory_sensor,27815,2.18,25.52,35.18,181,3043,65.84,3,4.37,2.31,0.7076,1,9,CRITICAL
A321,seat_power_unit,13643,2.6,27.95,31.53,97,2154,27.8,0,2.15,2.28,0.2515,0,33,OK
A320neo,lavatory_sensor,20937,3.86,30.65,23.75,150,1464,89.75,2,4.07,1.62,0.2915,0,26,PLAN
A320neo,seat_power_unit,7725,5.0,24.33,51.05,200,2101,31.29,1,2.33,3.39,0.2546,0,38,PLAN
A320neo,cabin_light_driver,28056,3.89,16.02,33.01,110,89,42.34,1,5.06,0.55,0.0018,0,39,OK
E195-E2,cabin_light_driver,27279,3.87,20.2,63.89,147,3616,24.66,4,8.05,3.42,0.5402,1,0,CRITICAL
A321,ife_display,30973,4.66,31.74,38.38,179,3233,45.36,1,3.24,4.62,0.809,0,0,CRITICAL
A320neo,lavatory_sensor,16512,1.66,17.34,41.87,109,785,47.05,1,6.74,1.85,0.0542,0,36,PLAN
E195-E2,seat_power_unit,12929,2.29,24.99,38.43,145,461,62.94,2,4.11,0.89,0.0116,0,44,OK
A320neo,cabin_light_driver,24171,1.13,16.0,41.76,150,1770,91.89,3,3.59,2.91,0.2964,0,27,PLAN
A321,galley_chiller,23196,2.51,17.6,50.02,95,1920,38.77,2,6.14,1.55,0.3949,1,9,SOON
B737-800,galley_chiller,8779,5.49,26.55,50.15,95,3180,5.0,3,3.79,0.94,0.6821,1,6,SOON
E195-E2,lavatory_sensor,18026,2.41,23.14,18.57,151,3454,59.67,3,5.97,0.87,0.7494,1,0,CRITICAL
B737-800,cabin_light_driver,20955,4.85,21.49,47.41,95,317,38.09,3,5.31,2.76,0.0065,1,41,OK
A321,ife_display,15630,1.29,19.74,43.47,207,1046,80.73,0,2.47,0.69,0.1143,1,41,OK
E195-E2,ife_display,13267,3.01,16.0,38.39,145,2428,47.38,0,2.28,1.42,0.4903,1,28,PLAN
A320neo,ife_display,9564,2.52,25.77,56.84,172,1593,34.34,2,2.73,4.28,0.2224,0,35,OK
E195-E2,galley_chiller,14406,1.83,21.87,57.28,127,4062,29.77,3,7.31,3.96,0.9834,1,0,CRITICAL
B737-800,ife_display,9734,2.61,16.91,47.95,113,2729,59.21,3,4.45,2.61,0.663,1,7,SOON
E195-E2,cabin_light_driver,11271,3.9,23.12,32.02,140,1363,43.05,2,4.86,1.75,0.1154,1,36,OK
A320neo,galley_chiller,8016,3.16,25.32,24.88,173,2779,74.42,2,4.88,1.66,0.8765,1,0,CRITICAL
A320neo,lavatory_sensor,13413,4.78,22.2,46.3,127,1799,44.21,2,3.92,1.83,0.2659,1,27,PLAN
B737-800,lavatory_sensor,20607,5.06,23.46,52.95,110,1929,73.46,1,4.34,1.42,0.3927,0,23,PLAN
A321,cabin_light_driver,13449,3.12,23.15,15.68,90,2947,23.16,3,5.77,0.0,0.3277,1,17,PLAN
A321,lavatory_sensor,6805,5.42,20.17,49.95,148,1812,16.7,2,4.55,3.21,0.1986,1,37,OK
E195-E2,cabin_light_driver,25391,1.23,23.22,35.2,168,2873,62.93,0,2.86,2.22,0.5014,1,23,PLAN
