id,flight_number,aircraft_type,route,route_class,eta,gate,passenger_load,arrival_delay,gate_congestion,assistance_request,assistance_equipment_confirmed,assistance_localization_status,inventory_shortage_score,trolley_availability,service_profile,catering_complexity,turnaround_pressure,item_criticality,inventory_category,malfunction_count,malfunction_severity,component_type,aircraft_age_cycles,flight_duration_hr,cabin_temperature,humidity,cycles_since_install,wear_index,environmental_stress,weather_disturbance,refueling_required,cabin_report_notes,reported_components,regime,arrival_delay_regime,gate_congestion_regime,malfunction_count_regime,malfunction_severity_regime,inventory_shortage_regime,trolley_availability_regime,passenger_load_regime,assistance_readiness_regime,weather_regime
jatm-0772-congestion-delay-heavy,JATM-0772,A321,CGN -> PMI,long_haul,17:57,D02,175,33,8.76,False,False,Pending gate coordination,3.22,0.56,late_rotation,2.48,9.44,2.27,wheelchair_kit,0,1.89,galley_chiller,19350,2.56,22.66,23.02,951,33.73,5.21,3.79,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,low,medium,high,not_required,medium
jatm-0773-assistance-readiness,JATM-0773,A321,VIE -> MUC,medium_haul,18:04,A03,147,11,5.89,True,False,Pending gate coordination,2.36,0.8,business_priority,4.95,2.87,3.59,wheelchair_kit,0,0.83,ife_display,18176,1.43,24.16,36.68,1946,52.14,1.5,0.89,True,['Controlled synthetic assistance readiness evaluation case.'],"['ife display', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,medium,unconfirmed,low
jatm-0774-composite-multi-risk,JATM-0774,A320neo,ZRH -> HAM,short_haul,19:11,B04,167,65,8.41,True,True,Pending gate coordination,6.43,0.41,late_rotation,6.18,7.19,7.96,mixed_service,5,9.43,ife_display,16002,1.23,20.3,33.73,2334,92.23,5.41,3.02,True,['Controlled synthetic composite multi risk evaluation case.'],"['ife display', 'mixed service']",composite_multi_risk,high,high,high,high,medium,low,medium,confirmed,medium
jatm-0775-low-risk-routine,JATM-0775,A320neo,DUB -> BER,short_haul,20:18,C05,89,1,2.5,False,False,Pending gate coordination,2.47,0.85,late_rotation,2.81,3.22,3.54,beverage,1,0.63,lavatory_sensor,9559,1.2,20.14,38.19,446,10.95,2.31,0.49,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0776-maintenance-heavy,JATM-0776,E195-E2,MAD -> FRA,medium_haul,21:25,D06,92,16,6.76,False,False,Pending gate coordination,3.99,0.91,high_turnover,5.35,3.54,5.05,wheelchair_kit,7,8.51,seat_power_unit,11663,2.44,28.67,61.95,2654,89.85,7.48,3.4,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",maintenance_heavy,medium,medium,high,high,medium,high,low,not_required,medium
jatm-0777-inventory-heavy,JATM-0777,A320neo,MUC -> LHR,short_haul,14:32,A07,201,15,5.34,False,False,Pending gate coordination,8.44,0.42,late_rotation,9.1,6.44,6.46,beverage,0,1.84,seat_power_unit,17557,1.42,23.66,28.71,507,40.01,3.94,0.82,False,['Controlled synthetic inventory heavy evaluation case.'],"['seat power unit', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,low
jatm-0778-congestion-delay-heavy,JATM-0778,E195-E2,OSL -> BER,short_haul,15:39,B08,174,50,8.0,False,False,Pending gate coordination,5.31,0.48,business_priority,2.49,8.56,5.2,beverage,1,2.13,ife_display,21740,3.15,23.92,43.75,1670,39.38,2.21,5.87,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'beverage']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,high
jatm-0779-assistance-readiness,JATM-0779,A321,AMS -> VIE,short_haul,16:46,C09,180,1,4.49,True,False,Pending gate coordination,1.33,0.91,high_turnover,2.69,3.28,3.06,wheelchair_kit,1,2.7,lavatory_sensor,8354,0.93,25.93,26.34,1991,26.16,3.56,1.26,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,high,high,unconfirmed,low
jatm-0780-composite-multi-risk,JATM-0780,E195-E2,CPH -> MUC,long_haul,17:53,D10,176,41,9.2,False,False,Pending gate coordination,8.0,0.21,business_priority,6.24,7.75,8.69,beverage,2,6.55,lavatory_sensor,6473,1.07,26.04,49.52,3354,86.83,7.13,4.82,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'beverage']",composite_multi_risk,high,high,medium,high,high,low,high,not_required,medium
jatm-0781-low-risk-routine,JATM-0781,B737-800,FRA -> BCN,medium_haul,18:00,A11,94,2,2.19,False,False,Pending gate coordination,1.88,0.96,business_priority,2.31,2.51,3.01,duty_free,1,1.88,cabin_light_driver,16146,0.96,20.44,48.03,1134,22.03,2.3,0.57,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0782-maintenance-heavy,JATM-0782,E195-E2,CGN -> PMI,short_haul,19:07,B12,156,20,6.17,False,False,Pending gate coordination,1.91,0.6,business_priority,5.04,5.79,2.54,beverage,3,6.9,ife_display,21860,1.27,26.01,58.27,3032,82.9,8.22,1.59,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'beverage']",maintenance_heavy,medium,medium,medium,high,low,medium,medium,not_required,low
jatm-0783-inventory-heavy,JATM-0783,E195-E2,VIE -> MUC,short_haul,20:14,C13,151,15,4.27,False,False,Pending gate coordination,9.27,0.47,late_rotation,7.34,8.63,6.44,meal,2,1.22,seat_power_unit,9888,2.8,23.94,41.56,728,38.95,4.82,0.04,True,['Controlled synthetic inventory heavy evaluation case.'],"['seat power unit', 'meal']",inventory_heavy,medium,medium,medium,low,high,medium,medium,not_required,low
jatm-0784-congestion-delay-heavy,JATM-0784,A320neo,ZRH -> HAM,medium_haul,21:21,D14,164,30,7.58,False,False,Pending gate coordination,2.77,0.52,standard,5.1,9.22,3.64,mixed_service,0,1.46,cabin_light_driver,21695,2.28,21.02,30.55,2227,32.83,1.37,7.16,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'mixed service']",congestion_delay_heavy,high,high,low,low,low,medium,medium,not_required,high
jatm-0785-assistance-readiness,JATM-0785,B737-800,DUB -> BER,short_haul,14:28,A15,124,18,5.44,True,True,Pending gate coordination,3.05,0.7,high_turnover,2.05,5.24,2.23,wheelchair_kit,1,0.93,lavatory_sensor,12785,2.66,24.04,22.13,506,22.57,5.47,3.18,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,medium,low,confirmed,medium
jatm-0786-composite-multi-risk,JATM-0786,B737-800,MAD -> FRA,medium_haul,15:35,B16,177,25,9.75,False,False,Pending gate coordination,7.43,0.46,late_rotation,5.98,6.85,8.46,duty_free,3,8.38,lavatory_sensor,8340,0.84,20.5,22.31,3852,66.4,6.93,5.09,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'duty free']",composite_multi_risk,high,high,medium,high,high,medium,high,not_required,high
jatm-0787-low-risk-routine,JATM-0787,A320neo,MUC -> LHR,long_haul,16:42,C17,94,5,2.76,False,False,Pending gate coordination,1.75,0.83,standard,1.29,3.14,3.5,beverage,0,0.29,lavatory_sensor,9131,2.14,23.91,39.14,997,14.06,0.79,1.13,True,['Controlled synthetic low risk routine evaluation case.'],"['lavatory sensor', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0788-maintenance-heavy,JATM-0788,A320neo,OSL -> BER,short_haul,17:49,D18,152,14,4.26,False,False,Pending gate coordination,4.53,0.93,late_rotation,4.2,3.81,2.35,mixed_service,7,6.85,seat_power_unit,17550,1.89,29.56,43.23,2616,74.63,8.49,0.34,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'mixed service']",maintenance_heavy,medium,medium,high,high,medium,high,medium,not_required,low
jatm-0789-inventory-heavy,JATM-0789,E195-E2,AMS -> VIE,short_haul,18:56,A19,190,17,5.7,False,False,Pending gate coordination,8.86,0.44,high_turnover,8.66,7.57,6.8,meal,2,1.51,lavatory_sensor,8533,2.3,23.89,44.37,1012,29.99,4.19,1.26,False,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'meal']",inventory_heavy,medium,medium,medium,low,high,low,high,not_required,low
jatm-0790-congestion-delay-heavy,JATM-0790,B737-800,CPH -> MUC,medium_haul,19:03,B20,213,22,8.98,False,False,Pending gate coordination,3.87,0.76,late_rotation,3.68,8.16,2.61,mixed_service,0,1.73,galley_chiller,16112,2.92,24.16,32.3,2063,60.96,4.6,5.77,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'mixed service']",congestion_delay_heavy,medium,high,low,low,medium,high,high,not_required,high
jatm-0791-assistance-readiness,JATM-0791,B737-800,FRA -> BCN,medium_haul,20:10,C21,97,0,3.46,True,True,Pending gate coordination,1.45,0.69,standard,3.79,2.21,2.05,wheelchair_kit,0,0.48,lavatory_sensor,11616,2.78,25.25,28.41,816,41.21,2.5,2.67,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,medium,low,confirmed,medium
jatm-0792-composite-multi-risk,JATM-0792,E195-E2,CGN -> PMI,short_haul,21:17,D22,200,39,7.39,True,False,Pending gate coordination,7.21,0.53,late_rotation,7.53,7.06,6.56,wheelchair_kit,6,8.1,cabin_light_driver,15033,0.96,26.3,36.67,3185,69.99,7.51,2.97,True,['Controlled synthetic composite multi risk evaluation case.'],"['cabin light driver', 'wheelchair kit']",composite_multi_risk,high,high,high,high,high,medium,high,unconfirmed,medium
jatm-0793-low-risk-routine,JATM-0793,B737-800,VIE -> MUC,long_haul,14:24,A01,97,3,3.37,False,False,Pending gate coordination,0.93,0.93,late_rotation,3.22,2.86,3.8,beverage,1,1.67,cabin_light_driver,21682,1.09,20.23,26.88,403,13.52,0.97,1.17,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0794-maintenance-heavy,JATM-0794,A321,ZRH -> HAM,long_haul,15:31,B02,173,25,4.03,False,False,Pending gate coordination,2.14,0.67,business_priority,2.48,3.64,3.33,meal,4,7.4,ife_display,17429,1.41,32.86,60.05,3139,83.59,7.54,2.1,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'meal']",maintenance_heavy,high,medium,high,high,low,medium,medium,not_required,medium
jatm-0795-inventory-heavy,JATM-0795,A320neo,DUB -> BER,medium_haul,16:38,C03,151,12,4.86,False,False,Pending gate coordination,6.92,0.44,business_priority,9.18,8.75,9.08,meal,2,2.4,lavatory_sensor,18482,1.9,24.12,34.38,1460,49.47,5.43,0.17,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'meal']",inventory_heavy,medium,medium,medium,low,high,low,medium,not_required,low
jatm-0796-congestion-delay-heavy,JATM-0796,B737-800,MAD -> FRA,long_haul,17:45,D04,152,60,9.18,False,False,Pending gate coordination,4.38,0.77,standard,3.73,9.08,5.12,meal,2,2.38,ife_display,7881,1.42,26.49,43.11,1100,31.21,2.64,3.16,False,['Controlled synthetic congestion delay heavy evaluation case.'],"['ife display', 'meal']",congestion_delay_heavy,high,high,medium,low,medium,high,medium,not_required,medium
jatm-0797-assistance-readiness,JATM-0797,A321,MUC -> LHR,medium_haul,18:52,A05,101,4,5.67,True,False,Pending gate coordination,2.18,0.68,standard,3.11,3.39,4.14,wheelchair_kit,1,2.07,lavatory_sensor,11580,1.38,21.4,30.52,508,54.23,1.62,1.63,True,['Controlled synthetic assistance readiness evaluation case.'],"['lavatory sensor', 'wheelchair kit']",assistance_readiness,low,medium,low,low,low,medium,low,unconfirmed,low
jatm-0798-composite-multi-risk,JATM-0798,E195-E2,OSL -> BER,long_haul,19:59,B06,190,24,6.78,True,False,Pending gate coordination,9.11,0.21,late_rotation,7.08,8.19,7.11,mixed_service,2,7.77,ife_display,17485,2.75,26.17,29.78,3402,64.76,9.04,5.8,True,['Controlled synthetic composite multi risk evaluation case.'],"['ife display', 'mixed service']",composite_multi_risk,high,medium,medium,high,high,low,high,unconfirmed,high
jatm-0799-low-risk-routine,JATM-0799,B737-800,AMS -> VIE,medium_haul,20:06,C07,88,4,2.59,False,False,Pending gate coordination,2.53,0.89,late_rotation,1.43,2.64,2.16,mixed_service,0,2.09,galley_chiller,12667,1.19,22.43,40.86,789,29.09,2.16,0.13,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'mixed service']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0800-maintenance-heavy,JATM-0800,A321,CPH -> MUC,short_haul,21:13,D08,138,11,7.19,False,False,Pending gate coordination,2.38,0.71,business_priority,2.02,2.8,4.47,wheelchair_kit,5,6.58,seat_power_unit,19735,1.07,28.62,64.29,2903,86.58,7.87,2.21,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",maintenance_heavy,medium,high,high,high,low,medium,medium,not_required,medium
jatm-0801-inventory-heavy,JATM-0801,B737-800,FRA -> BCN,medium_haul,14:20,A09,195,13,5.77,False,False,Pending gate coordination,9.07,0.2,high_turnover,7.65,7.43,6.12,beverage,0,2.69,ife_display,12490,2.55,22.19,31.44,1462,27.52,5.35,2.53,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'beverage']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,medium
jatm-0802-congestion-delay-heavy,JATM-0802,A320neo,CGN -> PMI,short_haul,15:27,B10,157,35,9.12,True,True,Pending gate coordination,4.54,0.81,standard,3.12,7.25,4.54,meal,2,2.34,lavatory_sensor,20935,1.75,23.81,31.95,1429,53.85,3.12,6.47,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['lavatory sensor', 'meal']",congestion_delay_heavy,high,high,medium,low,medium,high,medium,confirmed,high
jatm-0803-assistance-readiness,JATM-0803,A320neo,VIE -> MUC,short_haul,16:34,C11,92,10,3.81,True,True,Pending gate coordination,1.99,0.72,high_turnover,3.37,2.02,2.36,wheelchair_kit,0,1.5,cabin_light_driver,12196,2.58,21.05,39.71,1496,45.74,3.13,2.95,True,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,low,confirmed,medium
jatm-0804-composite-multi-risk,JATM-0804,A321,ZRH -> HAM,medium_haul,17:41,D12,170,39,6.57,True,False,Pending gate coordination,6.59,0.42,high_turnover,9.16,6.7,6.88,meal,5,7.05,lavatory_sensor,17568,1.05,25.17,44.42,3365,66.77,5.71,2.55,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'meal']",composite_multi_risk,high,medium,high,high,high,low,medium,unconfirmed,medium
jatm-0805-low-risk-routine,JATM-0805,A320neo,DUB -> BER,short_haul,18:48,A13,125,6,3.55,False,False,Pending gate coordination,1.15,0.96,business_priority,2.61,2.44,3.55,mixed_service,1,1.0,cabin_light_driver,10540,2.21,22.14,22.43,675,23.34,1.98,0.95,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'mixed service']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0806-maintenance-heavy,JATM-0806,B737-800,MAD -> FRA,medium_haul,19:55,B14,155,26,5.97,False,False,Pending gate coordination,4.28,0.58,high_turnover,5.71,5.5,5.67,mixed_service,4,8.2,seat_power_unit,21586,2.43,28.35,58.82,3218,79.58,8.86,2.7,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'mixed service']",maintenance_heavy,high,medium,high,high,medium,medium,medium,not_required,medium
jatm-0807-inventory-heavy,JATM-0807,E195-E2,MUC -> LHR,short_haul,20:02,C15,210,9,6.62,False,False,Pending gate coordination,7.49,0.37,late_rotation,8.22,7.74,6.58,mixed_service,0,3.25,ife_display,7285,1.25,20.66,42.63,2126,42.13,5.05,2.55,True,['Controlled synthetic inventory heavy evaluation case.'],"['ife display', 'mixed service']",inventory_heavy,medium,medium,low,low,high,low,high,not_required,medium
jatm-0808-congestion-delay-heavy,JATM-0808,B737-800,OSL -> BER,short_haul,21:09,D16,148,33,7.26,False,False,Pending gate coordination,5.32,0.69,high_turnover,5.47,8.94,5.74,mixed_service,2,4.15,lavatory_sensor,12322,2.15,20.56,27.69,2036,41.95,3.12,5.76,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['lavatory sensor', 'mixed service']",congestion_delay_heavy,high,high,medium,medium,medium,medium,medium,not_required,high
jatm-0809-assistance-readiness,JATM-0809,E195-E2,AMS -> VIE,long_haul,14:16,A17,124,8,4.58,True,False,Pending gate coordination,3.38,0.84,business_priority,3.83,3.51,5.69,wheelchair_kit,0,0.35,cabin_light_driver,11433,2.04,26.36,26.06,1459,34.16,1.74,0.01,True,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,low,unconfirmed,low
jatm-0810-composite-multi-risk,JATM-0810,E195-E2,CPH -> MUC,medium_haul,15:23,B18,194,36,6.17,True,False,Pending gate coordination,8.29,0.4,business_priority,6.2,9.53,8.9,duty_free,6,6.19,lavatory_sensor,12068,1.02,21.55,39.67,3535,65.17,7.72,2.19,True,['Controlled synthetic composite multi risk evaluation case.'],"['lavatory sensor', 'duty free']",composite_multi_risk,high,medium,high,medium,high,low,high,unconfirmed,medium
jatm-0811-low-risk-routine,JATM-0811,A320neo,FRA -> BCN,short_haul,16:30,C19,88,1,2.61,False,False,Pending gate coordination,0.69,0.79,late_rotation,1.76,3.76,3.03,duty_free,1,1.32,cabin_light_driver,16646,0.82,25.62,31.11,999,12.4,2.48,1.01,True,['Controlled synthetic low risk routine evaluation case.'],"['cabin light driver', 'duty free']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0812-maintenance-heavy,JATM-0812,E195-E2,CGN -> PMI,medium_haul,17:37,D20,88,22,6.11,False,False,Pending gate coordination,5.2,0.74,late_rotation,3.05,4.05,5.64,mixed_service,3,7.64,ife_display,21051,1.83,28.7,68.56,2967,79.49,5.86,0.89,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'mixed service']",maintenance_heavy,medium,medium,medium,high,medium,high,low,not_required,low
jatm-0813-inventory-heavy,JATM-0813,A321,VIE -> MUC,long_haul,18:44,A21,184,5,4.47,False,False,Pending gate coordination,8.52,0.46,business_priority,9.65,7.27,6.13,meal,2,0.98,galley_chiller,17117,1.72,24.13,34.13,1221,60.11,1.89,0.92,True,['Controlled synthetic inventory heavy evaluation case.'],"['galley chiller', 'meal']",inventory_heavy,low,medium,medium,low,high,medium,high,not_required,low
jatm-0814-congestion-delay-heavy,JATM-0814,A321,ZRH -> HAM,medium_haul,19:51,B22,186,44,6.7,False,False,Pending gate coordination,5.49,0.61,business_priority,4.24,8.62,4.74,mixed_service,2,1.57,galley_chiller,13577,1.72,23.77,46.78,2026,43.51,4.73,2.81,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['galley chiller', 'mixed service']",congestion_delay_heavy,high,medium,medium,low,medium,medium,high,not_required,medium
jatm-0815-assistance-readiness,JATM-0815,E195-E2,DUB -> BER,short_haul,20:58,C01,125,15,2.85,True,True,Pending gate coordination,1.33,0.76,high_turnover,3.31,3.71,2.84,wheelchair_kit,0,1.94,galley_chiller,13188,2.84,22.5,44.11,1911,26.12,3.57,1.89,False,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,medium,low,low,low,low,high,low,confirmed,low
jatm-0816-composite-multi-risk,JATM-0816,A320neo,MAD -> FRA,medium_haul,21:05,D02,174,47,7.96,True,True,Pending gate coordination,9.45,0.33,business_priority,8.76,9.43,6.94,meal,6,7.48,seat_power_unit,12063,2.55,25.63,45.76,2128,62.86,8.77,4.97,True,['Controlled synthetic composite multi risk evaluation case.'],"['seat power unit', 'meal']",composite_multi_risk,high,high,high,high,high,low,medium,confirmed,medium
jatm-0817-low-risk-routine,JATM-0817,E195-E2,MUC -> LHR,short_haul,14:12,A03,137,0,2.62,False,False,Pending gate coordination,0.64,0.86,business_priority,1.99,2.89,3.16,mixed_service,0,1.96,seat_power_unit,21055,2.39,24.17,31.01,870,31.68,1.08,0.6,True,['Controlled synthetic low risk routine evaluation case.'],"['seat power unit', 'mixed service']",low_risk_routine,low,low,low,low,low,high,medium,not_required,low
jatm-0818-maintenance-heavy,JATM-0818,A321,OSL -> BER,medium_haul,15:19,B04,166,7,6.34,False,False,Pending gate coordination,1.01,0.59,business_priority,5.51,2.05,2.15,duty_free,6,9.35,galley_chiller,12141,2.28,33.47,55.85,3012,96.95,9.14,1.39,True,['Controlled synthetic maintenance heavy evaluation case.'],"['galley chiller', 'duty free']",maintenance_heavy,low,medium,high,high,low,medium,medium,not_required,low
jatm-0819-inventory-heavy,JATM-0819,A321,AMS -> VIE,medium_haul,16:26,C05,170,14,3.96,True,True,Pending gate coordination,7.06,0.48,late_rotation,6.34,5.71,8.47,meal,0,3.19,cabin_light_driver,18968,2.75,23.57,37.92,1990,59.14,4.31,0.5,True,['Controlled synthetic inventory heavy evaluation case.'],"['cabin light driver', 'meal']",inventory_heavy,medium,low,low,low,high,medium,medium,confirmed,low
jatm-0820-congestion-delay-heavy,JATM-0820,A321,CPH -> MUC,short_haul,17:33,D06,191,55,9.14,False,False,Pending gate coordination,3.21,0.84,late_rotation,5.64,7.02,2.64,duty_free,0,0.95,cabin_light_driver,8735,2.21,26.5,40.09,1988,52.23,2.46,3.43,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['cabin light driver', 'duty free']",congestion_delay_heavy,high,high,low,low,low,high,high,not_required,medium
jatm-0821-assistance-readiness,JATM-0821,A321,FRA -> BCN,short_haul,18:40,A07,105,0,3.69,True,True,Pending gate coordination,2.44,0.95,high_turnover,2.69,4.05,4.31,wheelchair_kit,0,0.76,cabin_light_driver,11410,1.22,20.91,45.09,1456,52.6,5.38,3.11,True,['Controlled synthetic assistance readiness evaluation case.'],"['cabin light driver', 'wheelchair kit']",assistance_readiness,low,low,low,low,low,high,low,confirmed,medium
jatm-0822-composite-multi-risk,JATM-0822,B737-800,CGN -> PMI,medium_haul,19:47,B08,182,58,8.93,False,False,Pending gate coordination,6.84,0.53,late_rotation,8.2,8.71,6.44,beverage,6,7.14,galley_chiller,12002,1.34,25.45,30.0,3446,80.42,7.04,6.71,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'beverage']",composite_multi_risk,high,high,high,high,high,medium,high,not_required,high
jatm-0823-low-risk-routine,JATM-0823,E195-E2,VIE -> MUC,medium_haul,20:54,C09,116,3,2.5,False,False,Pending gate coordination,1.78,0.87,business_priority,2.36,2.25,2.09,beverage,0,0.62,galley_chiller,20440,1.25,25.96,42.7,166,25.3,0.87,0.13,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'beverage']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0824-maintenance-heavy,JATM-0824,E195-E2,ZRH -> HAM,medium_haul,21:01,D10,126,25,5.68,True,False,Pending gate coordination,3.41,0.77,standard,2.38,4.37,2.3,duty_free,6,8.85,ife_display,13233,1.68,28.37,64.14,2702,81.74,7.91,2.41,True,['Controlled synthetic maintenance heavy evaluation case.'],"['ife display', 'duty free']",maintenance_heavy,high,medium,high,high,low,high,low,unconfirmed,medium
jatm-0825-inventory-heavy,JATM-0825,B737-800,DUB -> BER,short_haul,14:08,A11,192,10,4.18,True,True,Pending gate coordination,9.44,0.44,high_turnover,7.0,7.0,8.87,beverage,2,1.72,lavatory_sensor,15828,2.82,20.03,25.91,785,47.29,2.77,1.14,True,['Controlled synthetic inventory heavy evaluation case.'],"['lavatory sensor', 'beverage']",inventory_heavy,medium,medium,medium,low,high,low,high,confirmed,low
jatm-0826-congestion-delay-heavy,JATM-0826,A321,MAD -> FRA,medium_haul,15:15,B12,181,30,8.55,False,False,Pending gate coordination,5.14,0.69,late_rotation,5.01,7.21,2.32,wheelchair_kit,1,2.02,seat_power_unit,12434,1.85,26.5,23.64,1510,57.58,3.99,2.94,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'wheelchair kit']",congestion_delay_heavy,high,high,low,low,medium,medium,high,not_required,medium
jatm-0827-assistance-readiness,JATM-0827,B737-800,MUC -> LHR,short_haul,16:22,C13,146,18,5.65,True,True,Pending gate coordination,2.45,0.92,business_priority,3.45,3.06,4.04,wheelchair_kit,1,1.89,galley_chiller,9086,3.03,21.2,49.8,2267,60.73,4.91,0.92,True,['Controlled synthetic assistance readiness evaluation case.'],"['galley chiller', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,medium,confirmed,low
jatm-0828-composite-multi-risk,JATM-0828,E195-E2,OSL -> BER,short_haul,17:29,D14,215,41,9.47,True,False,Pending gate coordination,7.74,0.42,high_turnover,9.03,7.82,6.98,wheelchair_kit,2,5.67,galley_chiller,20179,1.16,26.14,26.73,3663,67.12,5.34,4.05,True,['Controlled synthetic composite multi risk evaluation case.'],"['galley chiller', 'wheelchair kit']",composite_multi_risk,high,high,medium,medium,high,low,high,unconfirmed,medium
jatm-0829-low-risk-routine,JATM-0829,A321,AMS -> VIE,medium_haul,18:36,A15,110,1,2.84,False,False,Pending gate coordination,0.83,0.82,business_priority,1.92,2.18,3.73,meal,0,0.49,galley_chiller,9865,2.53,24.62,42.72,1070,31.99,1.68,0.14,True,['Controlled synthetic low risk routine evaluation case.'],"['galley chiller', 'meal']",low_risk_routine,low,low,low,low,low,high,low,not_required,low
jatm-0830-maintenance-heavy,JATM-0830,E195-E2,CPH -> MUC,medium_haul,19:43,B16,102,15,6.27,False,False,Pending gate coordination,5.48,0.88,business_priority,5.61,5.58,5.72,duty_free,5,7.96,seat_power_unit,17338,2.99,31.86,51.73,3936,71.66,9.26,2.81,True,['Controlled synthetic maintenance heavy evaluation case.'],"['seat power unit', 'duty free']",maintenance_heavy,medium,medium,high,high,medium,high,low,not_required,medium
jatm-0831-inventory-heavy,JATM-0831,A321,FRA -> BCN,medium_haul,20:50,C17,194,6,5.9,False,False,Pending gate coordination,7.33,0.32,high_turnover,6.99,7.4,8.41,beverage,1,1.96,cabin_light_driver,20278,2.17,23.82,25.55,1840,36.98,2.86,0.02,True,['Controlled synthetic inventory heavy evaluation case.'],"['cabin light driver', 'beverage']",inventory_heavy,low,medium,low,low,high,low,high,not_required,low
jatm-0832-congestion-delay-heavy,JATM-0832,A320neo,CGN -> PMI,long_haul,21:57,D18,146,52,8.81,False,False,Pending gate coordination,3.51,0.67,standard,4.78,9.57,2.53,meal,0,0.97,seat_power_unit,11615,2.34,22.39,41.7,605,47.64,4.36,5.65,True,['Controlled synthetic congestion delay heavy evaluation case.'],"['seat power unit', 'meal']",congestion_delay_heavy,high,high,low,low,medium,medium,medium,not_required,high
jatm-0833-assistance-readiness,JATM-0833,B737-800,VIE -> MUC,short_haul,14:04,A19,169,15,5.37,True,False,Pending gate coordination,3.21,0.79,standard,2.9,4.43,2.54,wheelchair_kit,0,2.09,ife_display,18159,1.07,24.69,32.79,1935,38.47,2.52,2.45,True,['Controlled synthetic assistance readiness evaluation case.'],"['ife display', 'wheelchair kit']",assistance_readiness,medium,medium,low,low,low,high,medium,unconfirmed,medium
