scenario_id,flight_number,regime,readiness_score,criticality_score,alert_level,at_risk,assistance_request,assistance_equipment_confirmed,assistance_readiness_state,action_queue_size,p1_action_count,p2_action_count,top_action_category,maintenance_failure_probability,maintenance_urgency,maintenance_remaining_flights,inventory_shortage_risk,inventory_risk_level,bottleneck_dominant,bottleneck_confidence,expected_delay_risk_min,expected_benefit_min,proactive_vs_reactive_delta_min,bottleneck_prob_maintenance,bottleneck_prob_catering,bottleneck_prob_cleaning,bottleneck_prob_boarding,bottleneck_prob_refueling,action_count_maintenance,action_count_inventory_catering,action_count_assistance,action_count_gate_turnaround,action_count_occ_coordination,action_count_boarding,action_count_refueling,action_count_cleaning,action_count_operator_oversight
jatm-0738-composite-multi-risk,JATM-0738,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.772,CRITICAL,5,0.871,HIGH,Maintenance,1.0,22.6,9.4,10.6,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0739-low-risk-routine,JATM-0739,low_risk_routine,80.0,31.1,Routine,False,False,False,not_required,2,0,0,Cleaning,0.225,OK,46,0.314,LOW,Cleaning,0.449,9.9,3.9,5.1,0.009,0.179,0.449,0.191,0.174,0,0,0,0,0,0,0,1,1
jatm-0740-maintenance-heavy,JATM-0740,maintenance_heavy,29.4,97.4,Critical,True,False,False,not_required,5,1,3,Maintenance,0.899,CRITICAL,0,0.375,LOW,Maintenance,1.0,20.3,7.6,8.8,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0741-inventory-heavy,JATM-0741,inventory_heavy,48.2,76.4,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.397,PLAN,31,0.864,HIGH,Catering,0.999,18.8,7.4,8.6,0.0,0.999,0.0,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0742-congestion-delay-heavy,JATM-0742,congestion_delay_heavy,43.7,73.3,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.248,OK,38,0.761,HIGH,Boarding,0.613,17.0,5.5,6.7,0.0,0.157,0.202,0.613,0.028,0,1,0,2,1,0,0,0,1
jatm-0743-assistance-readiness,JATM-0743,assistance_readiness,65.1,51.8,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.266,OK,39,0.219,LOW,Boarding,0.921,13.3,6.1,7.3,0.001,0.002,0.076,0.921,0.001,0,0,1,1,1,0,0,0,1
jatm-0744-composite-multi-risk,JATM-0744,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.759,CRITICAL,9,0.851,HIGH,Maintenance,0.992,22.8,9.2,10.4,0.992,0.0,0.0,0.007,0.0,2,1,1,1,1,0,0,0,1
jatm-0745-low-risk-routine,JATM-0745,low_risk_routine,83.7,25.0,Routine,False,False,False,not_required,2,0,0,Cleaning,0.109,OK,56,0.169,LOW,Cleaning,0.469,8.2,3.3,4.5,0.0,0.108,0.469,0.42,0.003,0,0,0,0,0,0,0,1,1
jatm-0746-maintenance-heavy,JATM-0746,maintenance_heavy,28.8,97.6,Critical,True,False,False,not_required,5,1,3,Maintenance,0.928,CRITICAL,0,0.285,LOW,Maintenance,1.0,20.0,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0747-inventory-heavy,JATM-0747,inventory_heavy,46.8,75.1,Priority,True,True,True,confirmed,5,2,2,Inventory/Catering,0.368,PLAN,30,0.864,HIGH,Catering,0.814,17.6,6.7,7.9,0.005,0.814,0.023,0.155,0.003,0,2,0,1,1,0,0,0,1
jatm-0748-congestion-delay-heavy,JATM-0748,congestion_delay_heavy,37.2,82.3,Critical,True,False,False,not_required,5,0,3,Inventory/Catering,0.412,PLAN,30,0.646,ELEVATED,Boarding,0.722,17.4,6.0,7.2,0.001,0.015,0.133,0.722,0.129,0,1,0,2,1,0,0,0,1
jatm-0749-assistance-readiness,JATM-0749,assistance_readiness,75.2,38.9,Routine,False,True,True,confirmed,3,0,1,OCC coordination,0.196,OK,47,0.272,LOW,Boarding,0.736,12.1,4.6,5.8,0.001,0.043,0.078,0.736,0.141,0,0,0,1,1,0,0,0,1
jatm-0750-composite-multi-risk,JATM-0750,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.811,CRITICAL,1,0.877,HIGH,Maintenance,1.0,24.1,8.6,9.8,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0751-low-risk-routine,JATM-0751,low_risk_routine,83.8,25.1,Routine,False,False,False,not_required,2,0,0,Cleaning,0.157,OK,50,0.155,LOW,Cleaning,0.448,8.3,3.3,4.5,0.002,0.009,0.448,0.35,0.191,0,0,0,0,0,0,0,1,1
jatm-0752-maintenance-heavy,JATM-0752,maintenance_heavy,25.2,99.7,Critical,True,False,False,not_required,5,2,2,Maintenance,0.823,CRITICAL,3,0.248,LOW,Maintenance,1.0,19.7,7.1,8.3,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0753-inventory-heavy,JATM-0753,inventory_heavy,61.6,60.1,Watch,True,False,False,not_required,4,1,2,Inventory/Catering,0.148,OK,50,0.875,HIGH,Catering,0.991,16.7,6.7,7.9,0.0,0.991,0.005,0.004,0.0,0,2,0,0,1,0,0,0,1
jatm-0754-congestion-delay-heavy,JATM-0754,congestion_delay_heavy,49.2,67.7,Priority,True,False,False,not_required,6,0,4,Inventory/Catering,0.367,OK,38,0.725,ELEVATED,Boarding,0.517,16.7,5.5,6.7,0.0,0.045,0.301,0.517,0.137,0,1,0,3,1,0,0,0,1
jatm-0755-assistance-readiness,JATM-0755,assistance_readiness,64.5,50.7,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.238,OK,39,0.271,LOW,Boarding,0.779,13.0,5.7,6.9,0.001,0.02,0.163,0.779,0.036,0,0,1,2,1,0,0,0,1
jatm-0756-composite-multi-risk,JATM-0756,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.777,CRITICAL,5,0.876,HIGH,Maintenance,0.999,23.6,9.4,10.6,0.999,0.001,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0757-low-risk-routine,JATM-0757,low_risk_routine,79.7,33.2,Routine,False,False,False,not_required,3,0,1,OCC coordination,0.151,OK,50,0.194,LOW,Cleaning,0.727,11.0,4.2,5.4,0.001,0.034,0.727,0.198,0.039,0,0,0,0,1,0,0,1,1
jatm-0758-maintenance-heavy,JATM-0758,maintenance_heavy,21.8,100.0,Critical,True,True,True,confirmed,6,2,3,Maintenance,0.852,CRITICAL,0,0.691,ELEVATED,Maintenance,0.991,21.1,8.2,9.4,0.991,0.001,0.0,0.007,0.0,2,1,0,1,1,0,0,0,1
jatm-0759-inventory-heavy,JATM-0759,inventory_heavy,57.5,65.6,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.256,OK,43,0.88,HIGH,Catering,0.995,18.0,7.0,8.2,0.0,0.995,0.003,0.002,0.0,0,2,0,1,1,0,0,0,1
jatm-0760-congestion-delay-heavy,JATM-0760,congestion_delay_heavy,46.4,72.6,Priority,True,False,False,not_required,6,1,3,Inventory/Catering,0.531,PLAN,24,0.854,HIGH,Boarding,0.444,16.0,6.0,7.2,0.001,0.015,0.295,0.444,0.245,0,1,0,3,1,0,0,0,1
jatm-0761-assistance-readiness,JATM-0761,assistance_readiness,60.7,55.5,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.201,OK,48,0.197,LOW,Boarding,0.94,13.6,5.9,7.1,0.0,0.013,0.047,0.94,0.0,0,0,1,1,1,0,0,0,1
jatm-0762-composite-multi-risk,JATM-0762,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.817,CRITICAL,0,0.874,HIGH,Maintenance,1.0,24.9,9.5,10.7,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0763-low-risk-routine,JATM-0763,low_risk_routine,80.4,29.6,Routine,False,False,False,not_required,2,0,0,Cleaning,0.165,OK,49,0.2,LOW,Cleaning,0.489,9.2,3.6,4.8,0.0,0.026,0.489,0.485,0.0,0,0,0,0,0,0,0,1,1
jatm-0764-maintenance-heavy,JATM-0764,maintenance_heavy,25.7,100.0,Critical,True,False,False,not_required,6,1,4,Maintenance,0.943,CRITICAL,0,0.537,ELEVATED,Maintenance,1.0,21.3,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0765-inventory-heavy,JATM-0765,inventory_heavy,45.2,79.3,Priority,True,True,True,confirmed,5,2,2,Inventory/Catering,0.394,PLAN,32,0.879,HIGH,Catering,0.984,19.3,7.4,8.6,0.0,0.984,0.004,0.011,0.0,0,2,0,1,1,0,0,0,1
jatm-0766-congestion-delay-heavy,JATM-0766,congestion_delay_heavy,46.7,69.4,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.263,OK,44,0.864,HIGH,Catering,0.462,15.9,5.3,6.5,0.0,0.462,0.267,0.271,0.0,0,2,0,1,1,0,0,0,1
jatm-0767-assistance-readiness,JATM-0767,assistance_readiness,59.5,60.0,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.454,OK,29,0.232,LOW,Boarding,0.943,15.2,6.8,8.0,0.0,0.002,0.044,0.943,0.011,0,0,1,1,1,0,0,0,1
jatm-0768-composite-multi-risk,JATM-0768,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.77,CRITICAL,3,0.879,HIGH,Maintenance,1.0,23.3,9.4,10.6,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0769-low-risk-routine,JATM-0769,low_risk_routine,80.3,30.3,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.127,OK,52,0.182,LOW,Boarding,0.588,9.7,3.7,4.9,0.001,0.01,0.399,0.588,0.002,0,0,0,1,0,0,0,0,1
jatm-0770-maintenance-heavy,JATM-0770,maintenance_heavy,27.4,98.5,Critical,True,False,False,not_required,5,1,3,Maintenance,0.888,CRITICAL,0,0.28,LOW,Maintenance,1.0,19.8,7.4,8.6,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0771-inventory-heavy,JATM-0771,inventory_heavy,59.2,61.9,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.138,OK,54,0.856,HIGH,Catering,0.975,16.3,6.6,7.8,0.0,0.975,0.009,0.015,0.0,0,2,0,1,1,0,0,0,1
jatm-0772-congestion-delay-heavy,JATM-0772,congestion_delay_heavy,46.5,72.3,Priority,True,False,False,not_required,6,2,2,Inventory/Catering,0.219,OK,41,0.875,HIGH,Boarding,0.707,16.4,6.0,7.2,0.0,0.02,0.272,0.707,0.001,0,1,0,3,1,0,0,0,1
jatm-0773-assistance-readiness,JATM-0773,assistance_readiness,58.8,59.5,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.352,OK,34,0.271,LOW,Boarding,0.916,14.8,6.5,7.7,0.0,0.007,0.063,0.916,0.014,0,0,1,1,1,0,0,0,1
jatm-0774-composite-multi-risk,JATM-0774,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.829,CRITICAL,2,0.867,HIGH,Maintenance,1.0,25.1,8.6,9.8,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0775-low-risk-routine,JATM-0775,low_risk_routine,85.6,21.6,Routine,False,False,False,not_required,2,0,0,Refueling,0.097,OK,56,0.235,LOW,Refueling,0.323,7.2,2.9,4.1,0.002,0.153,0.232,0.29,0.323,0,0,0,0,0,0,1,0,1
jatm-0776-maintenance-heavy,JATM-0776,maintenance_heavy,28.3,97.4,Critical,True,False,False,not_required,5,1,3,Maintenance,0.851,CRITICAL,3,0.313,LOW,Maintenance,1.0,19.6,7.3,8.5,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0777-inventory-heavy,JATM-0777,inventory_heavy,57.8,63.8,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.149,OK,49,0.861,HIGH,Catering,0.99,17.1,6.7,7.9,0.0,0.99,0.004,0.006,0.0,0,2,0,1,1,0,0,0,1
jatm-0778-congestion-delay-heavy,JATM-0778,congestion_delay_heavy,44.5,74.1,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.36,OK,34,0.858,HIGH,Refueling,0.567,17.2,5.9,7.1,0.001,0.057,0.123,0.252,0.567,0,1,0,1,1,0,1,0,1
jatm-0779-assistance-readiness,JATM-0779,assistance_readiness,57.8,59.0,Watch,True,True,False,unconfirmed,5,1,2,Assistance,0.314,PLAN,31,0.184,LOW,Boarding,0.89,13.2,6.1,7.3,0.002,0.003,0.088,0.89,0.017,0,0,1,2,1,0,0,0,1
jatm-0780-composite-multi-risk,JATM-0780,composite_multi_risk,12.9,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.783,CRITICAL,0,0.88,HIGH,Maintenance,0.517,19.4,7.0,8.2,0.517,0.443,0.013,0.021,0.006,2,1,0,1,1,0,0,0,1
jatm-0781-low-risk-routine,JATM-0781,low_risk_routine,83.9,25.6,Routine,False,False,False,not_required,2,0,0,Cleaning,0.199,OK,46,0.165,LOW,Cleaning,0.444,8.7,3.4,4.6,0.023,0.068,0.444,0.21,0.256,0,0,0,0,0,0,0,1,1
jatm-0782-maintenance-heavy,JATM-0782,maintenance_heavy,21.7,100.0,Critical,True,False,False,not_required,6,2,3,Maintenance,0.83,CRITICAL,2,0.598,ELEVATED,Maintenance,0.999,21.1,8.0,9.2,0.999,0.0,0.0,0.001,0.0,2,1,0,1,1,0,0,0,1
jatm-0783-inventory-heavy,JATM-0783,inventory_heavy,58.7,63.2,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.162,OK,49,0.874,HIGH,Catering,0.998,17.3,6.7,7.9,0.0,0.998,0.001,0.001,0.0,0,2,0,1,1,0,0,0,1
jatm-0784-congestion-delay-heavy,JATM-0784,congestion_delay_heavy,46.3,75.7,Priority,True,False,False,not_required,5,2,1,Inventory/Catering,0.328,OK,36,0.867,HIGH,Refueling,0.857,18.2,6.8,8.0,0.0,0.004,0.043,0.096,0.857,0,1,0,1,1,0,1,0,1
jatm-0785-assistance-readiness,JATM-0785,assistance_readiness,70.3,43.2,Watch,False,True,True,confirmed,4,0,2,Gate/Turnaround,0.103,OK,55,0.378,LOW,Boarding,0.711,12.2,4.5,5.7,0.0,0.012,0.05,0.711,0.227,0,0,0,2,1,0,0,0,1
jatm-0786-composite-multi-risk,JATM-0786,composite_multi_risk,9.2,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.843,CRITICAL,0,0.858,HIGH,Maintenance,0.999,22.8,8.6,9.8,0.999,0.001,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0787-low-risk-routine,JATM-0787,low_risk_routine,81.6,28.2,Routine,False,False,False,not_required,2,0,0,Cleaning,0.131,OK,54,0.277,LOW,Cleaning,0.46,9.0,3.6,4.8,0.0,0.109,0.46,0.263,0.168,0,0,0,0,0,0,0,1,1
jatm-0788-maintenance-heavy,JATM-0788,maintenance_heavy,32.6,92.4,Critical,True,False,False,not_required,4,1,2,Maintenance,0.817,CRITICAL,7,0.276,LOW,Maintenance,1.0,19.0,7.2,8.3,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1
jatm-0789-inventory-heavy,JATM-0789,inventory_heavy,56.2,65.9,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.193,OK,44,0.871,HIGH,Catering,0.989,17.6,6.8,8.0,0.0,0.989,0.004,0.006,0.0,0,2,0,1,1,0,0,0,1
jatm-0790-congestion-delay-heavy,JATM-0790,congestion_delay_heavy,53.0,65.1,Priority,True,False,False,not_required,6,0,4,Inventory/Catering,0.475,PLAN,24,0.731,ELEVATED,Boarding,0.506,15.2,5.8,7.0,0.0,0.039,0.209,0.506,0.245,0,1,0,3,1,0,0,0,1
jatm-0791-assistance-readiness,JATM-0791,assistance_readiness,81.0,29.8,Routine,False,True,True,confirmed,2,0,0,Gate/Turnaround,0.131,OK,54,0.235,LOW,Boarding,0.566,9.4,3.8,5.0,0.0,0.009,0.079,0.566,0.346,0,0,0,1,0,0,0,0,1
jatm-0792-composite-multi-risk,JATM-0792,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.84,CRITICAL,3,0.819,HIGH,Maintenance,1.0,23.4,9.4,10.6,1.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0793-low-risk-routine,JATM-0793,low_risk_routine,81.2,28.7,Routine,False,False,False,not_required,2,0,0,Cleaning,0.11,OK,53,0.248,LOW,Cleaning,0.506,9.0,3.6,4.8,0.008,0.024,0.506,0.273,0.189,0,0,0,0,0,0,0,1,1
jatm-0794-maintenance-heavy,JATM-0794,maintenance_heavy,21.8,100.0,Critical,True,False,False,not_required,6,2,3,Maintenance,0.881,CRITICAL,0,0.602,ELEVATED,Maintenance,1.0,21.8,8.1,9.3,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0795-inventory-heavy,JATM-0795,inventory_heavy,50.8,72.6,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.313,PLAN,37,0.877,HIGH,Catering,0.968,18.0,7.1,8.3,0.0,0.968,0.016,0.016,0.001,0,2,0,0,1,0,0,0,1
jatm-0796-congestion-delay-heavy,JATM-0796,congestion_delay_heavy,43.0,75.3,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.297,OK,39,0.856,HIGH,Boarding,0.609,17.7,5.9,7.1,0.001,0.03,0.359,0.609,0.001,0,1,0,2,1,0,0,0,1
jatm-0797-assistance-readiness,JATM-0797,assistance_readiness,63.7,51.1,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.145,OK,49,0.291,LOW,Boarding,0.831,12.2,5.7,6.9,0.003,0.009,0.04,0.831,0.117,0,0,1,1,1,0,0,0,1
jatm-0798-composite-multi-risk,JATM-0798,composite_multi_risk,7.6,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.808,CRITICAL,0,0.88,HIGH,Maintenance,0.772,20.7,8.8,10.0,0.772,0.224,0.001,0.003,0.0,2,1,1,1,1,0,0,0,1
jatm-0799-low-risk-routine,JATM-0799,low_risk_routine,83.2,26.1,Routine,False,False,False,not_required,2,0,0,Cleaning,0.225,OK,46,0.18,LOW,Cleaning,0.397,8.7,3.4,4.6,0.007,0.158,0.397,0.233,0.206,0,0,0,0,0,0,0,1,1
jatm-0800-maintenance-heavy,JATM-0800,maintenance_heavy,26.7,98.4,Critical,True,False,False,not_required,5,2,2,Maintenance,0.835,CRITICAL,5,0.265,LOW,Maintenance,1.0,18.9,7.2,8.4,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0801-inventory-heavy,JATM-0801,inventory_heavy,56.3,66.9,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.274,OK,38,0.879,HIGH,Catering,0.996,18.0,7.1,8.3,0.0,0.996,0.002,0.002,0.0,0,2,0,0,1,0,0,0,1
jatm-0802-congestion-delay-heavy,JATM-0802,congestion_delay_heavy,49.4,66.6,Priority,True,True,True,confirmed,5,0,3,Inventory/Catering,0.327,PLAN,36,0.531,ELEVATED,Boarding,0.604,14.7,5.2,6.4,0.003,0.009,0.012,0.604,0.372,0,1,0,2,1,0,0,0,1
jatm-0803-assistance-readiness,JATM-0803,assistance_readiness,78.1,33.0,Routine,False,True,True,confirmed,2,0,0,Gate/Turnaround,0.217,OK,46,0.234,LOW,Boarding,0.504,10.1,3.8,5.0,0.001,0.008,0.035,0.504,0.451,0,0,0,1,0,0,0,0,1
jatm-0804-composite-multi-risk,JATM-0804,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.841,CRITICAL,0,0.867,HIGH,Maintenance,0.999,23.6,9.5,10.7,0.999,0.0,0.0,0.0,0.0,2,1,1,1,1,0,0,0,1
jatm-0805-low-risk-routine,JATM-0805,low_risk_routine,81.8,26.8,Routine,False,False,False,not_required,2,0,0,Gate/Turnaround,0.115,OK,54,0.158,LOW,Boarding,0.46,8.4,3.2,4.4,0.002,0.017,0.336,0.46,0.186,0,0,0,1,0,0,0,0,1
jatm-0806-maintenance-heavy,JATM-0806,maintenance_heavy,18.5,100.0,Critical,True,False,False,not_required,6,2,3,Maintenance,0.872,CRITICAL,1,0.657,ELEVATED,Maintenance,1.0,22.0,8.2,9.4,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0807-inventory-heavy,JATM-0807,inventory_heavy,48.7,75.5,Priority,True,False,False,not_required,5,1,3,Inventory/Catering,0.405,PLAN,25,0.876,HIGH,Catering,0.954,18.4,7.3,8.5,0.0,0.954,0.015,0.028,0.002,0,2,0,1,1,0,0,0,1
jatm-0808-congestion-delay-heavy,JATM-0808,congestion_delay_heavy,46.1,72.1,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.417,PLAN,25,0.763,HIGH,Refueling,0.546,15.9,5.8,7.0,0.325,0.043,0.028,0.057,0.546,0,1,0,1,1,0,1,0,1
jatm-0809-assistance-readiness,JATM-0809,assistance_readiness,63.7,51.4,Watch,True,True,False,unconfirmed,4,1,1,Assistance,0.165,OK,49,0.374,LOW,Boarding,0.777,12.6,5.8,7.0,0.0,0.101,0.117,0.777,0.004,0,0,1,1,1,0,0,0,1
jatm-0810-composite-multi-risk,JATM-0810,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,7,4,2,Maintenance,0.828,CRITICAL,0,0.878,HIGH,Maintenance,0.99,23.3,9.5,10.7,0.99,0.008,0.0,0.001,0.0,2,1,1,1,1,0,0,0,1
jatm-0811-low-risk-routine,JATM-0811,low_risk_routine,82.9,27.0,Routine,False,False,False,not_required,2,0,0,Refueling,0.156,OK,52,0.205,LOW,Refueling,0.494,8.9,3.6,4.8,0.012,0.012,0.206,0.275,0.494,0,0,0,0,0,0,1,0,1
jatm-0812-maintenance-heavy,JATM-0812,maintenance_heavy,23.3,100.0,Critical,True,False,False,not_required,5,2,2,Maintenance,0.845,CRITICAL,0,0.373,LOW,Maintenance,1.0,20.2,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0813-inventory-heavy,JATM-0813,inventory_heavy,59.3,65.0,Priority,True,False,False,not_required,4,1,2,Inventory/Catering,0.357,OK,40,0.878,HIGH,Catering,0.996,18.1,7.3,8.5,0.0,0.996,0.002,0.001,0.0,0,2,0,0,1,0,0,0,1
jatm-0814-congestion-delay-heavy,JATM-0814,congestion_delay_heavy,42.5,75.0,Priority,True,False,False,not_required,5,1,2,Inventory/Catering,0.485,PLAN,25,0.839,HIGH,Cleaning,0.387,16.1,5.7,6.9,0.0,0.228,0.387,0.322,0.063,0,1,0,1,1,0,0,1,1
jatm-0815-assistance-readiness,JATM-0815,assistance_readiness,71.6,45.8,Watch,False,True,True,confirmed,4,0,2,Gate/Turnaround,0.355,OK,30,0.239,LOW,Boarding,0.866,14.4,5.4,6.6,0.001,0.003,0.129,0.866,0.001,0,0,0,2,1,0,0,0,1
jatm-0816-composite-multi-risk,JATM-0816,composite_multi_risk,5.0,100.0,Critical,True,True,True,confirmed,6,3,2,Maintenance,0.721,CRITICAL,12,0.88,HIGH,Maintenance,0.999,23.3,8.3,9.5,0.999,0.001,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0817-low-risk-routine,JATM-0817,low_risk_routine,83.4,26.5,Routine,False,False,False,not_required,2,0,0,Cleaning,0.164,OK,46,0.176,LOW,Cleaning,0.497,8.8,3.5,4.7,0.002,0.011,0.497,0.387,0.103,0,0,0,0,0,0,0,1,1
jatm-0818-maintenance-heavy,JATM-0818,maintenance_heavy,30.5,96.1,Critical,True,False,False,not_required,5,1,3,Maintenance,0.93,CRITICAL,0,0.306,LOW,Maintenance,1.0,19.5,7.5,8.7,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
jatm-0819-inventory-heavy,JATM-0819,inventory_heavy,52.2,70.6,Priority,True,True,True,confirmed,4,1,2,Inventory/Catering,0.366,PLAN,31,0.848,HIGH,Catering,0.896,17.8,6.9,8.1,0.0,0.896,0.021,0.082,0.001,0,2,0,0,1,0,0,0,1
jatm-0820-congestion-delay-heavy,JATM-0820,congestion_delay_heavy,46.6,69.4,Priority,True,False,False,not_required,5,0,3,Gate/Turnaround,0.3,OK,38,0.443,LOW,Boarding,0.681,15.9,5.1,6.3,0.0,0.003,0.201,0.681,0.115,0,0,0,3,1,0,0,0,1
jatm-0821-assistance-readiness,JATM-0821,assistance_readiness,80.6,30.6,Routine,False,True,True,confirmed,2,0,0,Refueling,0.194,OK,48,0.227,LOW,Refueling,0.539,9.6,3.9,5.1,0.0,0.013,0.03,0.417,0.539,0,0,0,0,0,0,1,0,1
jatm-0822-composite-multi-risk,JATM-0822,composite_multi_risk,5.0,100.0,Critical,True,False,False,not_required,6,3,2,Maintenance,0.909,CRITICAL,0,0.87,HIGH,Maintenance,1.0,25.3,8.8,10.0,1.0,0.0,0.0,0.0,0.0,2,1,0,1,1,0,0,0,1
jatm-0823-low-risk-routine,JATM-0823,low_risk_routine,82.1,28.2,Routine,False,False,False,not_required,2,0,0,Cleaning,0.141,OK,54,0.173,LOW,Cleaning,0.559,9.3,3.6,4.8,0.0,0.06,0.559,0.309,0.072,0,0,0,0,0,0,0,1,1
jatm-0824-maintenance-heavy,JATM-0824,maintenance_heavy,14.4,100.0,Critical,True,True,False,unconfirmed,6,3,2,Maintenance,0.871,CRITICAL,0,0.277,LOW,Maintenance,1.0,20.1,8.2,9.4,1.0,0.0,0.0,0.0,0.0,2,0,1,1,1,0,0,0,1
jatm-0825-inventory-heavy,JATM-0825,inventory_heavy,60.2,61.9,Priority,True,True,True,confirmed,4,1,2,Inventory/Catering,0.192,OK,45,0.854,HIGH,Catering,0.993,17.1,6.8,8.0,0.0,0.993,0.001,0.005,0.0,0,2,0,0,1,0,0,0,1
jatm-0826-congestion-delay-heavy,JATM-0826,congestion_delay_heavy,59.3,56.4,Watch,True,False,False,not_required,6,0,4,Inventory/Catering,0.281,OK,40,0.66,ELEVATED,Boarding,0.539,14.2,5.1,6.3,0.0,0.188,0.197,0.539,0.076,0,1,0,3,1,0,0,0,1
jatm-0827-assistance-readiness,JATM-0827,assistance_readiness,58.1,61.9,Priority,True,True,True,confirmed,4,0,2,Gate/Turnaround,0.528,PLAN,21,0.227,LOW,Boarding,0.91,16.2,5.9,7.1,0.0,0.005,0.067,0.91,0.017,0,0,0,2,1,0,0,0,1
jatm-0828-composite-multi-risk,JATM-0828,composite_multi_risk,5.0,100.0,Critical,True,True,False,unconfirmed,9,4,3,Maintenance,0.85,CRITICAL,0,0.865,HIGH,Boarding,0.571,20.2,8.2,9.4,0.103,0.297,0.024,0.571,0.007,2,1,1,3,1,0,0,0,1
jatm-0829-low-risk-routine,JATM-0829,low_risk_routine,82.9,27.1,Routine,False,False,False,not_required,2,0,0,Cleaning,0.218,OK,48,0.181,LOW,Cleaning,0.456,8.9,3.6,4.8,0.0,0.016,0.456,0.353,0.175,0,0,0,0,0,0,0,1,1
jatm-0830-maintenance-heavy,JATM-0830,maintenance_heavy,27.7,99.3,Critical,True,False,False,not_required,5,1,3,Maintenance,0.9,CRITICAL,0,0.402,LOW,Maintenance,1.0,20.3,7.7,8.9,1.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,1
