readiness_score,alert_level,dominant_signal,action_category,scenario_id,regime,baseline
42.6,Priority,Boarding,Boarding,jatm-0850-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
40.8,Priority,Boarding,Boarding,jatm-0851-assistance-readiness,assistance_readiness,bottleneck_only
52.4,Priority,Maintenance,Maintenance,jatm-0852-composite-multi-risk,composite_multi_risk,bottleneck_only
72.3,Watch,Cleaning,Cleaning,jatm-0853-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0854-maintenance-heavy,maintenance_heavy,bottleneck_only
41.0,Priority,Catering,Catering,jatm-0855-inventory-heavy,inventory_heavy,bottleneck_only
69.1,Watch,Boarding,Boarding,jatm-0856-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
50.6,Priority,Boarding,Boarding,jatm-0857-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0858-composite-multi-risk,composite_multi_risk,bottleneck_only
79.2,Routine,Cleaning,Cleaning,jatm-0859-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0860-maintenance-heavy,maintenance_heavy,bottleneck_only
38.4,Priority,Catering,Catering,jatm-0861-inventory-heavy,inventory_heavy,bottleneck_only
49.9,Priority,Refueling,Refueling,jatm-0862-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
50.5,Priority,Boarding,Boarding,jatm-0863-assistance-readiness,assistance_readiness,bottleneck_only
47.7,Priority,Maintenance,Maintenance,jatm-0864-composite-multi-risk,composite_multi_risk,bottleneck_only
70.0,Watch,Refueling,Refueling,jatm-0865-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0866-maintenance-heavy,maintenance_heavy,bottleneck_only
38.2,Priority,Catering,Catering,jatm-0867-inventory-heavy,inventory_heavy,bottleneck_only
61.8,Watch,Boarding,Boarding,jatm-0868-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
42.8,Priority,Boarding,Boarding,jatm-0869-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0870-composite-multi-risk,composite_multi_risk,bottleneck_only
77.9,Routine,Cleaning,Cleaning,jatm-0871-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0872-maintenance-heavy,maintenance_heavy,bottleneck_only
40.9,Priority,Catering,Catering,jatm-0873-inventory-heavy,inventory_heavy,bottleneck_only
68.1,Watch,Cleaning,Cleaning,jatm-0874-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
50.7,Priority,Boarding,Boarding,jatm-0875-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0876-composite-multi-risk,composite_multi_risk,bottleneck_only
73.1,Watch,Boarding,Boarding,jatm-0877-low-risk-routine,low_risk_routine,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0878-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0879-inventory-heavy,inventory_heavy,bottleneck_only
55.2,Priority,Refueling,Refueling,jatm-0880-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
42.9,Priority,Boarding,Boarding,jatm-0881-assistance-readiness,assistance_readiness,bottleneck_only
53.9,Priority,Maintenance,Maintenance,jatm-0882-composite-multi-risk,composite_multi_risk,bottleneck_only
76.5,Routine,Boarding,Boarding,jatm-0883-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0884-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0885-inventory-heavy,inventory_heavy,bottleneck_only
50.2,Priority,Refueling,Refueling,jatm-0886-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
41.5,Priority,Boarding,Boarding,jatm-0887-assistance-readiness,assistance_readiness,bottleneck_only
47.1,Priority,Maintenance,Maintenance,jatm-0888-composite-multi-risk,composite_multi_risk,bottleneck_only
70.9,Watch,Cleaning,Cleaning,jatm-0889-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0890-maintenance-heavy,maintenance_heavy,bottleneck_only
38.3,Priority,Catering,Catering,jatm-0891-inventory-heavy,inventory_heavy,bottleneck_only
47.5,Priority,Boarding,Boarding,jatm-0892-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
66.0,Watch,Boarding,Boarding,jatm-0893-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0894-composite-multi-risk,composite_multi_risk,bottleneck_only
69.0,Watch,Cleaning,Cleaning,jatm-0895-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0896-maintenance-heavy,maintenance_heavy,bottleneck_only
38.7,Priority,Catering,Catering,jatm-0897-inventory-heavy,inventory_heavy,bottleneck_only
55.8,Priority,Refueling,Refueling,jatm-0898-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
46.2,Priority,Boarding,Boarding,jatm-0899-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0900-composite-multi-risk,composite_multi_risk,bottleneck_only
58.3,Watch,Cleaning,Cleaning,jatm-0901-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0902-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0903-inventory-heavy,inventory_heavy,bottleneck_only
42.2,Priority,Boarding,Boarding,jatm-0904-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
48.2,Priority,Boarding,Boarding,jatm-0905-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0906-composite-multi-risk,composite_multi_risk,bottleneck_only
61.5,Watch,Cleaning,Cleaning,jatm-0907-low-risk-routine,low_risk_routine,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0908-maintenance-heavy,maintenance_heavy,bottleneck_only
41.3,Priority,Catering,Catering,jatm-0909-inventory-heavy,inventory_heavy,bottleneck_only
67.5,Watch,Boarding,Boarding,jatm-0910-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
48.7,Priority,Boarding,Boarding,jatm-0911-assistance-readiness,assistance_readiness,bottleneck_only
44.1,Priority,Maintenance,Maintenance,jatm-0912-composite-multi-risk,composite_multi_risk,bottleneck_only
64.5,Watch,Cleaning,Cleaning,jatm-0913-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0914-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0915-inventory-heavy,inventory_heavy,bottleneck_only
64.7,Watch,Boarding,Boarding,jatm-0916-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
58.5,Watch,Boarding,Boarding,jatm-0917-assistance-readiness,assistance_readiness,bottleneck_only
38.2,Priority,Maintenance,Maintenance,jatm-0918-composite-multi-risk,composite_multi_risk,bottleneck_only
75.1,Routine,Cleaning,Cleaning,jatm-0919-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0920-maintenance-heavy,maintenance_heavy,bottleneck_only
38.8,Priority,Catering,Catering,jatm-0921-inventory-heavy,inventory_heavy,bottleneck_only
42.0,Priority,Boarding,Boarding,jatm-0922-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
62.7,Watch,Boarding,Boarding,jatm-0923-assistance-readiness,assistance_readiness,bottleneck_only
38.7,Priority,Maintenance,Maintenance,jatm-0924-composite-multi-risk,composite_multi_risk,bottleneck_only
69.4,Watch,Boarding,Boarding,jatm-0925-low-risk-routine,low_risk_routine,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0926-maintenance-heavy,maintenance_heavy,bottleneck_only
38.7,Priority,Catering,Catering,jatm-0927-inventory-heavy,inventory_heavy,bottleneck_only
47.0,Priority,Refueling,Refueling,jatm-0928-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
56.0,Priority,Boarding,Boarding,jatm-0929-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0930-composite-multi-risk,composite_multi_risk,bottleneck_only
61.7,Watch,Cleaning,Cleaning,jatm-0931-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0932-maintenance-heavy,maintenance_heavy,bottleneck_only
45.1,Priority,Catering,Catering,jatm-0933-inventory-heavy,inventory_heavy,bottleneck_only
59.3,Watch,Boarding,Boarding,jatm-0934-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
46.4,Priority,Boarding,Boarding,jatm-0935-assistance-readiness,assistance_readiness,bottleneck_only
57.8,Watch,Maintenance,Maintenance,jatm-0936-composite-multi-risk,composite_multi_risk,bottleneck_only
68.6,Watch,Boarding,Boarding,jatm-0937-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0938-maintenance-heavy,maintenance_heavy,bottleneck_only
38.2,Priority,Catering,Catering,jatm-0939-inventory-heavy,inventory_heavy,bottleneck_only
63.2,Watch,Boarding,Boarding,jatm-0940-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
54.0,Priority,Boarding,Boarding,jatm-0941-assistance-readiness,assistance_readiness,bottleneck_only
38.1,Priority,Maintenance,Maintenance,jatm-0942-composite-multi-risk,composite_multi_risk,bottleneck_only
74.8,Routine,Refueling,Refueling,jatm-0943-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0944-maintenance-heavy,maintenance_heavy,bottleneck_only
38.6,Priority,Catering,Catering,jatm-0945-inventory-heavy,inventory_heavy,bottleneck_only
57.5,Watch,Boarding,Boarding,jatm-0946-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
53.4,Priority,Boarding,Boarding,jatm-0947-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0948-composite-multi-risk,composite_multi_risk,bottleneck_only
67.8,Watch,Refueling,Refueling,jatm-0949-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0950-maintenance-heavy,maintenance_heavy,bottleneck_only
39.7,Priority,Catering,Catering,jatm-0951-inventory-heavy,inventory_heavy,bottleneck_only
59.5,Watch,Boarding,Boarding,jatm-0952-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
43.8,Priority,Boarding,Boarding,jatm-0953-assistance-readiness,assistance_readiness,bottleneck_only
55.7,Priority,Maintenance,Maintenance,jatm-0954-composite-multi-risk,composite_multi_risk,bottleneck_only
75.2,Routine,Boarding,Boarding,jatm-0955-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0956-maintenance-heavy,maintenance_heavy,bottleneck_only
39.0,Priority,Catering,Catering,jatm-0957-inventory-heavy,inventory_heavy,bottleneck_only
70.3,Watch,Boarding,Boarding,jatm-0958-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
44.0,Priority,Boarding,Boarding,jatm-0959-assistance-readiness,assistance_readiness,bottleneck_only
38.3,Priority,Maintenance,Maintenance,jatm-0960-composite-multi-risk,composite_multi_risk,bottleneck_only
55.0,Priority,Cleaning,Cleaning,jatm-0961-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0962-maintenance-heavy,maintenance_heavy,bottleneck_only
38.4,Priority,Catering,Catering,jatm-0963-inventory-heavy,inventory_heavy,bottleneck_only
48.4,Priority,Refueling,Refueling,jatm-0964-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
56.4,Watch,Boarding,Boarding,jatm-0965-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0966-composite-multi-risk,composite_multi_risk,bottleneck_only
78.9,Routine,Refueling,Refueling,jatm-0967-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0968-maintenance-heavy,maintenance_heavy,bottleneck_only
39.9,Priority,Catering,Catering,jatm-0969-inventory-heavy,inventory_heavy,bottleneck_only
44.9,Priority,Refueling,Refueling,jatm-0970-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
46.8,Priority,Boarding,Boarding,jatm-0971-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0972-composite-multi-risk,composite_multi_risk,bottleneck_only
68.5,Watch,Refueling,Refueling,jatm-0973-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0974-maintenance-heavy,maintenance_heavy,bottleneck_only
38.7,Priority,Catering,Catering,jatm-0975-inventory-heavy,inventory_heavy,bottleneck_only
48.7,Priority,Refueling,Refueling,jatm-0976-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
71.7,Watch,Boarding,Boarding,jatm-0977-assistance-readiness,assistance_readiness,bottleneck_only
38.2,Priority,Maintenance,Maintenance,jatm-0978-composite-multi-risk,composite_multi_risk,bottleneck_only
78.9,Routine,Boarding,Boarding,jatm-0979-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0980-maintenance-heavy,maintenance_heavy,bottleneck_only
43.1,Priority,Catering,Catering,jatm-0981-inventory-heavy,inventory_heavy,bottleneck_only
74.3,Routine,Refueling,Refueling,jatm-0982-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
53.4,Priority,Boarding,Boarding,jatm-0983-assistance-readiness,assistance_readiness,bottleneck_only
46.9,Priority,Maintenance,Maintenance,jatm-0984-composite-multi-risk,composite_multi_risk,bottleneck_only
57.3,Watch,Cleaning,Cleaning,jatm-0985-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0986-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0987-inventory-heavy,inventory_heavy,bottleneck_only
76.5,Routine,Cleaning,Cleaning,jatm-0988-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
48.5,Priority,Boarding,Boarding,jatm-0989-assistance-readiness,assistance_readiness,bottleneck_only
38.4,Priority,Maintenance,Maintenance,jatm-0990-composite-multi-risk,composite_multi_risk,bottleneck_only
65.9,Watch,Boarding,Boarding,jatm-0991-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0992-maintenance-heavy,maintenance_heavy,bottleneck_only
38.6,Priority,Catering,Catering,jatm-0993-inventory-heavy,inventory_heavy,bottleneck_only
48.1,Priority,Refueling,Refueling,jatm-0994-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
44.0,Priority,Boarding,Boarding,jatm-0995-assistance-readiness,assistance_readiness,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0996-composite-multi-risk,composite_multi_risk,bottleneck_only
66.0,Watch,Cleaning,Cleaning,jatm-0997-low-risk-routine,low_risk_routine,bottleneck_only
38.0,Critical,Maintenance,Maintenance,jatm-0998-maintenance-heavy,maintenance_heavy,bottleneck_only
38.1,Priority,Catering,Catering,jatm-0999-inventory-heavy,inventory_heavy,bottleneck_only
75.5,Routine,Refueling,Refueling,jatm-1000-congestion-delay-heavy,congestion_delay_heavy,bottleneck_only
79.9,Routine,Cleaning,OCC coordination,jatm-0001-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
22.8,Critical,Maintenance,Maintenance,jatm-0002-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
48.5,Priority,Catering,Inventory/Catering,jatm-0003-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
56.0,Watch,Refueling,Inventory/Catering,jatm-0004-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
76.3,Routine,Boarding,Gate/Turnaround,jatm-0005-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0006-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
83.4,Routine,Refueling,Refueling,jatm-0007-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
29.9,Critical,Maintenance,Maintenance,jatm-0008-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
56.9,Priority,Catering,Inventory/Catering,jatm-0009-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
36.2,Critical,Refueling,Inventory/Catering,jatm-0010-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
77.7,Routine,Boarding,OCC coordination,jatm-0011-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0012-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
85.4,Routine,Cleaning,Cleaning,jatm-0013-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
26.4,Critical,Maintenance,Maintenance,jatm-0014-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
57.8,Priority,Catering,Inventory/Catering,jatm-0015-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
32.2,Critical,Boarding,Inventory/Catering,jatm-0016-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
58.7,Watch,Boarding,Assistance,jatm-0017-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
31.2,Critical,Catering,Inventory/Catering,jatm-0018-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
85.6,Routine,Cleaning,Cleaning,jatm-0019-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
30.4,Critical,Maintenance,Maintenance,jatm-0020-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
51.1,Priority,Catering,Inventory/Catering,jatm-0021-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
50.4,Priority,Refueling,Inventory/Catering,jatm-0022-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
71.6,Watch,Boarding,OCC coordination,jatm-0023-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
10.3,Critical,Maintenance,Maintenance,jatm-0024-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
83.4,Routine,Refueling,Refueling,jatm-0025-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
33.0,Critical,Maintenance,Maintenance,jatm-0026-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
55.2,Priority,Catering,Inventory/Catering,jatm-0027-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
45.0,Priority,Catering,Inventory/Catering,jatm-0028-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
61.9,Watch,Boarding,Assistance,jatm-0029-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
29.8,Critical,Maintenance,Inventory/Catering,jatm-0030-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
84.4,Routine,Cleaning,Cleaning,jatm-0031-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
28.1,Critical,Maintenance,Maintenance,jatm-0032-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
50.7,Priority,Catering,Inventory/Catering,jatm-0033-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
29.1,Critical,Refueling,Inventory/Catering,jatm-0034-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
67.7,Watch,Boarding,Assistance,jatm-0035-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0036-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
84.4,Routine,Refueling,Refueling,jatm-0037-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
28.1,Critical,Maintenance,Maintenance,jatm-0038-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
57.9,Priority,Catering,Inventory/Catering,jatm-0039-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
48.1,Priority,Refueling,Inventory/Catering,jatm-0040-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
63.3,Watch,Boarding,Assistance,jatm-0041-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
7.4,Critical,Maintenance,Maintenance,jatm-0042-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
80.1,Routine,Cleaning,Cleaning,jatm-0043-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
28.1,Critical,Maintenance,Maintenance,jatm-0044-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
51.1,Priority,Catering,Inventory/Catering,jatm-0045-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
26.5,Critical,Refueling,Inventory/Catering,jatm-0046-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
76.0,Routine,Boarding,OCC coordination,jatm-0047-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
14.8,Critical,Maintenance,Maintenance,jatm-0048-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
82.1,Routine,Cleaning,Cleaning,jatm-0049-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
26.3,Critical,Maintenance,Maintenance,jatm-0050-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
58.6,Priority,Catering,Inventory/Catering,jatm-0051-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
41.3,Priority,Boarding,Inventory/Catering,jatm-0052-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
76.7,Routine,Boarding,OCC coordination,jatm-0053-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
8.6,Critical,Maintenance,Maintenance,jatm-0054-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
84.1,Routine,Cleaning,Cleaning,jatm-0055-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
28.2,Critical,Maintenance,Maintenance,jatm-0056-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
52.2,Priority,Catering,Inventory/Catering,jatm-0057-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
38.4,Priority,Boarding,Inventory/Catering,jatm-0058-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
63.1,Watch,Boarding,Assistance,jatm-0059-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
7.5,Critical,Maintenance,Maintenance,jatm-0060-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
83.8,Routine,Cleaning,Cleaning,jatm-0061-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
12.6,Critical,Maintenance,Maintenance,jatm-0062-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
60.8,Priority,Catering,Inventory/Catering,jatm-0063-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
46.5,Priority,Boarding,Inventory/Catering,jatm-0064-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
69.5,Watch,Boarding,OCC coordination,jatm-0065-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
27.0,Critical,Maintenance,Inventory/Catering,jatm-0066-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
80.5,Routine,Cleaning,Cleaning,jatm-0067-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
31.7,Critical,Maintenance,Maintenance,jatm-0068-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
61.2,Priority,Catering,Inventory/Catering,jatm-0069-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
57.8,Watch,Boarding,Inventory/Catering,jatm-0070-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
69.4,Watch,Boarding,Assistance,jatm-0071-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
24.4,Critical,Catering,Maintenance,jatm-0072-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
82.3,Routine,Cleaning,Cleaning,jatm-0073-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
21.0,Critical,Maintenance,Maintenance,jatm-0074-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
47.9,Priority,Catering,Inventory/Catering,jatm-0075-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
48.4,Priority,Cleaning,Inventory/Catering,jatm-0076-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
77.3,Routine,Boarding,OCC coordination,jatm-0077-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0078-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
79.3,Routine,Cleaning,OCC coordination,jatm-0079-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
25.6,Critical,Maintenance,Maintenance,jatm-0080-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
46.3,Priority,Catering,Inventory/Catering,jatm-0081-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
34.4,Critical,Boarding,Inventory/Catering,jatm-0082-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
52.4,Priority,Boarding,Assistance,jatm-0083-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
10.0,Critical,Maintenance,Maintenance,jatm-0084-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
84.4,Routine,Refueling,Refueling,jatm-0085-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
30.4,Critical,Maintenance,Maintenance,jatm-0086-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
52.7,Priority,Catering,Inventory/Catering,jatm-0087-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
58.9,Watch,Boarding,Inventory/Catering,jatm-0088-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
60.8,Watch,Boarding,Assistance,jatm-0089-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
8.9,Critical,Maintenance,Maintenance,jatm-0090-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
80.6,Routine,Boarding,Gate/Turnaround,jatm-0091-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
25.1,Critical,Maintenance,Maintenance,jatm-0092-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
59.3,Priority,Catering,Inventory/Catering,jatm-0093-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
46.1,Priority,Refueling,Inventory/Catering,jatm-0094-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
55.4,Priority,Boarding,Assistance,jatm-0095-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0096-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
82.3,Routine,Cleaning,Cleaning,jatm-0097-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
14.6,Critical,Maintenance,Maintenance,jatm-0098-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
54.1,Priority,Catering,Inventory/Catering,jatm-0099-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
41.8,Priority,Boarding,Inventory/Catering,jatm-0100-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
71.6,Watch,Boarding,Assistance,jatm-0101-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
5.0,Critical,Maintenance,Maintenance,jatm-0102-composite-multi-risk,composite_multi_risk,full_integrated_occ_fusion
83.0,Routine,Cleaning,Cleaning,jatm-0103-low-risk-routine,low_risk_routine,full_integrated_occ_fusion
15.4,Critical,Maintenance,Maintenance,jatm-0104-maintenance-heavy,maintenance_heavy,full_integrated_occ_fusion
59.7,Priority,Catering,Inventory/Catering,jatm-0105-inventory-heavy,inventory_heavy,full_integrated_occ_fusion
56.0,Priority,Refueling,Inventory/Catering,jatm-0106-congestion-delay-heavy,congestion_delay_heavy,full_integrated_occ_fusion
66.6,Watch,Boarding,Assistance,jatm-0107-assistance-readiness,assistance_readiness,full_integrated_occ_fusion
